authorId,author,aliases,projectSerialNum,doi
2251500579,Parma V,,DC019578,doi:10.1093/chemse/bjad002
2635677,Pun S,"S\u2009h Pun, S H Pun, Suzie H Pun, Suzie Pun, Sh Pun, Suzie H Pun, Suzie Hwang Pun",AA029316,doi:10.1002/anie.202107730
2635677,Pun S,"S\u2009h Pun, S H Pun, Suzie H Pun, Suzie Pun, Sh Pun, Suzie H Pun, Suzie Hwang Pun",AA029316,doi:10.1039/d3sc00439b
2635677,Pun S,"S\u2009h Pun, S H Pun, Suzie H Pun, Suzie Pun, Sh Pun, Suzie H Pun, Suzie Hwang Pun",AA029316,doi:10.1021/acs.analchem.2c01993
2635677,Pun S,"S\u2009h Pun, S H Pun, Suzie H Pun, Suzie Pun, Sh Pun, Suzie H Pun, Suzie Hwang Pun",AA029316,doi:10.1021/acs.analchem.2c00554
11761994,Reátegui E,Eduardo Reategui,TR003807,doi:10.1039/d1lc01053k
11761994,Reátegui E,Eduardo Reategui,TR003807,doi:10.1016/j.jneuroim.2023.578064
3694364,Rostad C,"C A Rostad, Christina A Rostad, Christina Rostad, Christina A Rostad",HD105618,doi:10.1016/j.xcrm.2023.101034
2764391,Rusin C,"Craig G Rusin, Craig G Rusin, Craig Rusin, C Rusin, C G Rusin",HD105593,doi:10.3390/jcm12175435
2764391,Rusin C,"Craig G Rusin, Craig G Rusin, Craig Rusin, C Rusin, C G Rusin",HD105593,doi:10.1038/s41390-022-02108-6
49570843,Salaita K,"Khalid S Salaita, K Salaita, Khalid S Salaita, K Salaita, Khalid Salaita",AA029345,doi:10.1101/2023.02.27.530294
49570843,Salaita K,"Khalid S Salaita, K Salaita, Khalid S Salaita, K Salaita, Khalid Salaita",AA029345,doi:10.1002/adma.202006600
49570843,Salaita K,"Khalid S Salaita, K Salaita, Khalid S Salaita, K Salaita, Khalid Salaita",AA029345,doi:10.1002/anie.202107660
49570843,Salaita K,"Khalid S Salaita, K Salaita, Khalid S Salaita, K Salaita, Khalid Salaita",AA029345,doi:10.1038/s41565-022-01080-w
2118306989,Salazar J,"J C Salazar, Juan Salazar, J Salazar, Juan Cáceres Salazar, Juan C Salazar, Juan C Salazar",HD105613,doi:10.3389/fbioe.2023.1066391
2118306989,Salazar J,"J C Salazar, Juan Salazar, J Salazar, Juan Cáceres Salazar, Juan C Salazar, Juan C Salazar",HD105613,doi:10.1053/j.gastro.2022.08.009
2118306989,Salazar J,"J C Salazar, Juan Salazar, J Salazar, Juan Cáceres Salazar, Juan C Salazar, Juan C Salazar",HD105613,doi:10.1093/ibd/izab207
2118306989,Salazar J,"J C Salazar, Juan Salazar, J Salazar, Juan Cáceres Salazar, Juan C Salazar, Juan C Salazar",HD105613,doi:10.1016/S2589-7500(22)00149-2
2118306989,Salazar J,"J C Salazar, Juan Salazar, J Salazar, Juan Cáceres Salazar, Juan C Salazar, Juan C Salazar",HD105613,doi:10.1097/INF.0000000000003289
40319108,Schuerer S,"S Schuerer, Stefanie Schuerer",DA053941,doi:10.1101/2022.03.14.22272314
2734482,Schürer S,"Stephan C Schürer, Stephan C Schürer*, Stephan Schürer, S C Schürer, Stephan C Schürer, Stephan C Schürer",DA053941,doi:10.1021/acsestwater.2c00045
2734482,Schürer S,"Stephan C Schürer, Stephan C Schürer*, Stephan Schürer, S C Schürer, Stephan C Schürer, Stephan C Schürer",DA053941,doi:10.7171/jbt.21-3203-017
2734482,Schürer S,"Stephan C Schürer, Stephan C Schürer*, Stephan Schürer, S C Schürer, Stephan C Schürer, Stephan C Schürer",DA053941,doi:10.1016/j.scitotenv.2023.161423
