authorId,author,fullName,firstName,middleName,lastName,doi
14596380,Moreira G,G Moreira,G,,Moreira,doi:10.1371/journal.pone.0290256
2232135785,Qian H,Hanyu Qian,Hanyu,,Qian,doi:10.1371/journal.pone.0290256
5237978,Datta S,S Datta,S,,Datta,doi:10.1371/journal.pone.0290256
4304955,Bliznyuk N,N Bliznyuk,N,,Bliznyuk,doi:10.1371/journal.pone.0290256
2232138886,Carpenter J,Jeremiah Carpenter,Jeremiah,,Carpenter,doi:10.1371/journal.pone.0290256
153507366,Dean D,Delphine Dean,Delphine,,Dean,doi:10.1371/journal.pone.0290256
5655264,McLamore E,E McLamore,E,,McLamore,doi:10.1371/journal.pone.0290256
30717980,Vanegas D,D Vanegas,D,,Vanegas,doi:10.1371/journal.pone.0290256
66615195,Ullah SF,S F Ullah,S,F,Ullah,doi:10.3390/bios12110938
14596380,Moreira G,G Moreira,G,,Moreira,doi:10.3390/bios12110938
5237978,Datta S,S Datta,S,,Datta,doi:10.3390/bios12110938
5655264,McLamore E,E McLamore,E,,McLamore,doi:10.3390/bios12110938
30717980,Vanegas D,D Vanegas,D,,Vanegas,doi:10.3390/bios12110938
14596380,Moreira G,G Moreira,G,,Moreira,doi:10.3389/fsens.2022.917380
1446635496,Casso-Hartmann L,L Casso-Hartmann,L,,Casso-Hartmann,doi:10.3389/fsens.2022.917380
5237978,Datta S,S Datta,S,,Datta,doi:10.3389/fsens.2022.917380
153507366,Dean D,Delphine Dean,Delphine,,Dean,doi:10.3389/fsens.2022.917380
5655264,McLamore E,E McLamore,E,,McLamore,doi:10.3389/fsens.2022.917380
30717980,Vanegas D,D Vanegas,D,,Vanegas,doi:10.3389/fsens.2022.917380
5655264,McLamore E,E McLamore,E,,McLamore,doi:10.3390/bios12020101
14596380,Moreira G,G Moreira,G,,Moreira,doi:10.3390/bios12020101
30717980,Vanegas D,D Vanegas,D,,Vanegas,doi:10.3390/bios12020101
5237978,Datta S,S Datta,S,,Datta,doi:10.3390/bios12020101
2090227509,Ghumra DP,Dishit P Ghumra,Dishit,P,Ghumra,doi:10.1021/acssensors.3c00512
34450801,Shetty N,Nishit Shetty,Nishit,,Shetty,doi:10.1021/acssensors.3c00512
71857371,McBrearty KR,Kevin R McBrearty,Kevin,R,McBrearty,doi:10.1021/acssensors.3c00512
12172833,Puthussery J,J Puthussery,J,,Puthussery,doi:10.1021/acssensors.3c00512
36049431,Sumlin B,B Sumlin,B,,Sumlin,doi:10.1021/acssensors.3c00512
1938742277,Gardiner WD,Woodrow D Gardiner,Woodrow,D,Gardiner,doi:10.1021/acssensors.3c00512
1938270813,Doherty BM,Brookelyn M Doherty,Brookelyn,M,Doherty,doi:10.1021/acssensors.3c00512
2222427326,Magrecki JP,Jordan P Magrecki,Jordan,P,Magrecki,doi:10.1021/acssensors.3c00512
40644627,Brody D,D Brody,D,,Brody,doi:10.1021/acssensors.3c00512
4231565,Esparza TJ,Thomas J Esparza,Thomas,J,Esparza,doi:10.1021/acssensors.3c00512
1401004949,O’Halloran JA,Jane A O’Halloran,Jane,A,O’Halloran,doi:10.1021/acssensors.3c00512
6813377,Presti R,R Presti,R,,Presti,doi:10.1021/acssensors.3c00512
38184485,Bricker T,T Bricker,T,,Bricker,doi:10.1021/acssensors.3c00512
1968280,Boon A,A Boon,A,,Boon,doi:10.1021/acssensors.3c00512
5375227,Yuede CM,Carla M Yuede,Carla,M,Yuede,doi:10.1021/acssensors.3c00512
5588350,Cirrito J,J Cirrito,J,,Cirrito,doi:10.1021/acssensors.3c00512
1852772,Chakrabarty R,R Chakrabarty,R,,Chakrabarty,doi:10.1021/acssensors.3c00512
12172833,Puthussery J,J Puthussery,J,,Puthussery,doi:10.1038/s41467-023-39419-z
2090227509,Ghumra DP,Dishit P Ghumra,Dishit,P,Ghumra,doi:10.1038/s41467-023-39419-z
71857371,McBrearty KR,Kevin R McBrearty,Kevin,R,McBrearty,doi:10.1038/s41467-023-39419-z
1938270813,Doherty BM,Brookelyn M Doherty,Brookelyn,M,Doherty,doi:10.1038/s41467-023-39419-z
36049431,Sumlin B,B Sumlin,B,,Sumlin,doi:10.1038/s41467-023-39419-z
31272705,Sarabandi A,A Sarabandi,A,,Sarabandi,doi:10.1038/s41467-023-39419-z
2222408568,Mandal AG,Anushka Garg Mandal,Anushka,Garg,Mandal,doi:10.1038/s41467-023-39419-z
34450801,Shetty N,Nishit Shetty,Nishit,,Shetty,doi:10.1038/s41467-023-39419-z
1938742277,Gardiner WD,Woodrow D Gardiner,Woodrow,D,Gardiner,doi:10.1038/s41467-023-39419-z
2222427326,Magrecki JP,Jordan P Magrecki,Jordan,P,Magrecki,doi:10.1038/s41467-023-39419-z
40644627,Brody D,D Brody,D,,Brody,doi:10.1038/s41467-023-39419-z
4231565,Esparza TJ,Thomas J Esparza,Thomas,J,Esparza,doi:10.1038/s41467-023-39419-z
38184485,Bricker T,T Bricker,T,,Bricker,doi:10.1038/s41467-023-39419-z
1968280,Boon A,A Boon,A,,Boon,doi:10.1038/s41467-023-39419-z
5375227,Yuede CM,Carla M Yuede,Carla,M,Yuede,doi:10.1038/s41467-023-39419-z
5588350,Cirrito J,J Cirrito,J,,Cirrito,doi:10.1038/s41467-023-39419-z
1852772,Chakrabarty R,R Chakrabarty,R,,Chakrabarty,doi:10.1038/s41467-023-39419-z
20417415,Piranej S,Selma Piranej,Selma,,Piranej,doi:10.1101/2023.02.27.530294
102828448,Zhang L,Luona Zhang,Luona,,Zhang,doi:10.1101/2023.02.27.530294
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1101/2023.02.27.530294
145074360,Marin M,M Marin,M,,Marin,doi:10.1101/2023.02.27.530294
5502487,Melikyan G,G Melikyan,G,,Melikyan,doi:10.1101/2023.02.27.530294
49570843,Salaita K,K Salaita,K,,Salaita,doi:10.1101/2023.02.27.530294
20417415,Piranej S,Selma Piranej,Selma,,Piranej,doi:10.1038/s41565-022-01080-w
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1038/s41565-022-01080-w
49570843,Salaita K,K Salaita,K,,Salaita,doi:10.1038/s41565-022-01080-w
6309928,Dong Y,Yixiao Dong,Yixiao,,Dong,doi:10.1002/adma.202006600
1808227818,Ramey-Ward AN,Allison N Ramey-Ward,Allison,N,Ramey-Ward,doi:10.1002/adma.202006600
49570843,Salaita K,K Salaita,K,,Salaita,doi:10.1002/adma.202006600
1491414848,Duan Y,Yuxin Duan,Yuxin,,Duan,doi:10.1002/anie.202107660
46370355,Glazier R,Roxanne Glazier,Roxanne,,Glazier,doi:10.1002/anie.202107660
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1002/anie.202107660
8704710,Hu Y,Yuesong Hu,Yuesong,,Hu,doi:10.1002/anie.202107660
1663328440,Rashid SA,S A Rashid,S,A,Rashid,doi:10.1002/anie.202107660
5063773,Petrich B,B Petrich,B,,Petrich,doi:10.1002/anie.202107660
34460118,Ke Y,Yonggang Ke,Yonggang,,Ke,doi:10.1002/anie.202107660
49570843,Salaita K,K Salaita,K,,Salaita,doi:10.1002/anie.202107660
1560017592,Yang LF,Lucy F Yang,Lucy,F,Yang,doi:10.1039/d3sc00439b
2047617814,Ling M,M Ling,M,,Ling,doi:10.1039/d3sc00439b
5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,doi:10.1039/d3sc00439b
2635677,Pun S,S Pun,S,,Pun,doi:10.1039/d3sc00439b
1560017592,Yang LF,Lucy F Yang,Lucy,F,Yang,doi:10.1021/acs.analchem.2c01993
5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,doi:10.1021/acs.analchem.2c01993
2164979530,Liang J,J Liang,J,,Liang,doi:10.1021/acs.analchem.2c01993
3177372,Salipante S,S Salipante,S,,Salipante,doi:10.1021/acs.analchem.2c01993
2635677,Pun S,S Pun,S,,Pun,doi:10.1021/acs.analchem.2c01993
1560017592,Yang LF,Lucy F Yang,Lucy,F,Yang,doi:10.1021/acs.analchem.2c01993
5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,doi:10.1021/acs.analchem.2c01993
2164979530,Liang J,J Liang,J,,Liang,doi:10.1021/acs.analchem.2c01993
3177372,Salipante S,S Salipante,S,,Salipante,doi:10.1021/acs.analchem.2c01993
2635677,Pun S,S Pun,S,,Pun,doi:10.1021/acs.analchem.2c01993
1560017592,Yang LF,Lucy F Yang,Lucy,F,Yang,doi:10.1021/acs.analchem.2c00554
5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,doi:10.1021/acs.analchem.2c00554
4187598,Panpradist N,Nuttada Panpradist,Nuttada,,Panpradist,doi:10.1021/acs.analchem.2c00554
2069390764,Wan R,Ruixuan Wan,Ruixuan,,Wan,doi:10.1021/acs.analchem.2c00554
2164979530,Liang J,J Liang,J,,Liang,doi:10.1021/acs.analchem.2c00554
48335536,Zhang B,Bo Zhang,Bo,,Zhang,doi:10.1021/acs.analchem.2c00554
3177372,Salipante S,S Salipante,S,,Salipante,doi:10.1021/acs.analchem.2c00554
48731331,Lutz B,B Lutz,B,,Lutz,doi:10.1021/acs.analchem.2c00554
2635677,Pun S,S Pun,S,,Pun,doi:10.1021/acs.analchem.2c00554
1560017592,Yang LF,Lucy F Yang,Lucy,F,Yang,doi:10.1021/acs.analchem.2c00554
5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,doi:10.1021/acs.analchem.2c00554
4187598,Panpradist N,Nuttada Panpradist,Nuttada,,Panpradist,doi:10.1021/acs.analchem.2c00554
2069390764,Wan R,Ruixuan Wan,Ruixuan,,Wan,doi:10.1021/acs.analchem.2c00554
2164979530,Liang J,J Liang,J,,Liang,doi:10.1021/acs.analchem.2c00554
48335536,Zhang B,Bo Zhang,Bo,,Zhang,doi:10.1021/acs.analchem.2c00554
3177372,Salipante S,S Salipante,S,,Salipante,doi:10.1021/acs.analchem.2c00554
48731331,Lutz B,B Lutz,B,,Lutz,doi:10.1021/acs.analchem.2c00554
2635677,Pun S,S Pun,S,,Pun,doi:10.1021/acs.analchem.2c00554
2216540971,Rodriguez A,Arlin Rodriguez,Arlin,,Rodriguez,doi:10.1002/smll.202300040
1396503096,Gandavadi D,Dhanush Gandavadi,Dhanush,,Gandavadi,doi:10.1002/smll.202300040
2086673688,Mathivanan J,Johnsi Mathivanan,Johnsi,,Mathivanan,doi:10.1002/smll.202300040
9585069,Song T,Tingjie Song,Tingjie,,Song,doi:10.1002/smll.202300040
15095612,Madhanagopal B,B Madhanagopal,B,,Madhanagopal,doi:10.1002/smll.202300040
2197948841,Talbot H,Hannah Talbot,Hannah,,Talbot,doi:10.1002/smll.202300040
2065052393,Sheng J,Jianliang Sheng,Jianliang,,Sheng,doi:10.1002/smll.202300040
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1002/smll.202300040
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1002/smll.202300040
2216540971,Rodriguez A,Arlin Rodriguez,Arlin,,Rodriguez,doi:10.1002/smll.202300040
1396503096,Gandavadi D,Dhanush Gandavadi,Dhanush,,Gandavadi,doi:10.1002/smll.202300040
2086673688,Mathivanan J,Johnsi Mathivanan,Johnsi,,Mathivanan,doi:10.1002/smll.202300040
9585069,Song T,Tingjie Song,Tingjie,,Song,doi:10.1002/smll.202300040
15095612,Madhanagopal B,B Madhanagopal,B,,Madhanagopal,doi:10.1002/smll.202300040
2197948841,Talbot H,Hannah Talbot,Hannah,,Talbot,doi:10.1002/smll.202300040
2065052393,Sheng J,Jianliang Sheng,Jianliang,,Sheng,doi:10.1002/smll.202300040
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1002/smll.202300040
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1002/smll.202300040
2216540971,Rodriguez A,Arlin Rodriguez,Arlin,,Rodriguez,doi:10.1101/2023.05.04.539416
1396503096,Gandavadi D,Dhanush Gandavadi,Dhanush,,Gandavadi,doi:10.1101/2023.05.04.539416
2086673688,Mathivanan J,Johnsi Mathivanan,Johnsi,,Mathivanan,doi:10.1101/2023.05.04.539416
2263814994,Song T,Tingjie Song,Tingjie,,Song,doi:10.1101/2023.05.04.539416
15095612,Madhanagopal B,B Madhanagopal,B,,Madhanagopal,doi:10.1101/2023.05.04.539416
2197948841,Talbot H,Hannah Talbot,Hannah,,Talbot,doi:10.1101/2023.05.04.539416
2121975821,Sheng J,Jia Sheng,Jia,,Sheng,doi:10.1101/2023.05.04.539416
2144802303,Wang X,Xing Wang,Xing,,Wang,doi:10.1101/2023.05.04.539416
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1101/2023.05.04.539416
2216540971,Rodriguez A,Arlin Rodriguez,Arlin,,Rodriguez,doi:10.1101/2023.05.04.539416
1396503096,Gandavadi D,Dhanush Gandavadi,Dhanush,,Gandavadi,doi:10.1101/2023.05.04.539416
2086673688,Mathivanan J,Johnsi Mathivanan,Johnsi,,Mathivanan,doi:10.1101/2023.05.04.539416
2263814994,Song T,Tingjie Song,Tingjie,,Song,doi:10.1101/2023.05.04.539416
15095612,Madhanagopal B,B Madhanagopal,B,,Madhanagopal,doi:10.1101/2023.05.04.539416
2197948841,Talbot H,Hannah Talbot,Hannah,,Talbot,doi:10.1101/2023.05.04.539416
2121975821,Sheng J,Jia Sheng,Jia,,Sheng,doi:10.1101/2023.05.04.539416
2144802303,Wang X,Xing Wang,Xing,,Wang,doi:10.1101/2023.05.04.539416
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1101/2023.05.04.539416
2170019668,Lee H,H Lee,H,,Lee,doi:10.1016/j.bios.2023.115228
2108301635,Wang W,Weijing Wang,Weijing,,Wang,doi:10.1016/j.bios.2023.115228
2149601429,Chauhan N,Neha Chauhan,Neha,,Chauhan,doi:10.1016/j.bios.2023.115228
2088591255,Xiong Y,Yanyu Xiong,Yanyu,,Xiong,doi:10.1016/j.bios.2023.115228
117229673,Magazine N,Nicholas Magazine,Nicholas,,Magazine,doi:10.1016/j.bios.2023.115228
2194858542,Valdescruz O,Owen Valdescruz,Owen,,Valdescruz,doi:10.1016/j.bios.2023.115228
2194777192,Kim DY,Dong Yeun Kim,Dong,Yeun,Kim,doi:10.1016/j.bios.2023.115228
2194812203,Qiu T,Tianjie Qiu,Tianjie,,Qiu,doi:10.1016/j.bios.2023.115228
2112102777,Huang W,Weishan Huang,Weishan,,Huang,doi:10.1016/j.bios.2023.115228
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1016/j.bios.2023.115228
31313504,Cunningham B,B Cunningham,B,,Cunningham,doi:10.1016/j.bios.2023.115228
2150801916,Liu L,Leyang Liu,Leyang,,Liu,doi:10.1016/j.bios.2023.115197
68973040,Tibbs J,Joseph Tibbs,Joseph,,Tibbs,doi:10.1016/j.bios.2023.115197
153110817,Li N,Nantao Li,Nantao,,Li,doi:10.1016/j.bios.2023.115197
2076466217,Bacon A,A Bacon,A,,Bacon,doi:10.1016/j.bios.2023.115197
2189514253,Shepherd S,Skye Shepherd,Skye,,Shepherd,doi:10.1016/j.bios.2023.115197
2170019668,Lee H,H Lee,H,,Lee,doi:10.1016/j.bios.2023.115197
2149601429,Chauhan N,Neha Chauhan,Neha,,Chauhan,doi:10.1016/j.bios.2023.115197
143717428,Demirci U,U Demirci,U,,Demirci,doi:10.1016/j.bios.2023.115197
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1016/j.bios.2023.115197
31313504,Cunningham B,B Cunningham,B,,Cunningham,doi:10.1016/j.bios.2023.115197
2209097421,Bacon A,Amanda Bacon,Amanda,,Bacon,doi:10.3390/bios13020298
2108301635,Wang W,Weijing Wang,Weijing,,Wang,doi:10.3390/bios13020298
2170019668,Lee H,H Lee,H,,Lee,doi:10.3390/bios13020298
95928355,Umrao S,Saurabh Umrao,Saurabh,,Umrao,doi:10.3390/bios13020298
16220573,Sinawang PD,P D Sinawang,P,D,Sinawang,doi:10.3390/bios13020298
4864179,Akin D,D Akin,D,,Akin,doi:10.3390/bios13020298
2183569901,Khemtonglang K,Kodchakorn Khemtonglang,Kodchakorn,,Khemtonglang,doi:10.3390/bios13020298
2209089733,Tan A,Anqi Tan,Anqi,,Tan,doi:10.3390/bios13020298
5020612,Hirshfield S,S Hirshfield,S,,Hirshfield,doi:10.3390/bios13020298
143717428,Demirci U,U Demirci,U,,Demirci,doi:10.3390/bios13020298
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.3390/bios13020298
31313504,Cunningham B,B Cunningham,B,,Cunningham,doi:10.3390/bios13020298
9801536,Chakraborty B,B Chakraborty,B,,Chakraborty,doi:10.1021/acsinfecdis.1c00546
2218689617,Das S,Sreyashi Das,Sreyashi,,Das,doi:10.1021/acsinfecdis.1c00546
2110047332,Gupta A,Arushi Gupta,Arushi,,Gupta,doi:10.1021/acsinfecdis.1c00546
2088591255,Xiong Y,Yanyu Xiong,Yanyu,,Xiong,doi:10.1021/acsinfecdis.1c00546
2156564415,T-V V,Vyshnavi T-V,Vyshnavi,,T-V,doi:10.1021/acsinfecdis.1c00546
6053282,Kizer ME,Megan E Kizer,Megan,E,Kizer,doi:10.1021/acsinfecdis.1c00546
2147249370,Duan J,Jinwei Duan,Jinwei,,Duan,doi:10.1021/acsinfecdis.1c00546
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1021/acsinfecdis.1c00546
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1021/acsinfecdis.1c00546
9801536,Chakraborty B,B Chakraborty,B,,Chakraborty,doi:10.1021/acsinfecdis.1c00546
2218689617,Das S,Sreyashi Das,Sreyashi,,Das,doi:10.1021/acsinfecdis.1c00546
2110047332,Gupta A,Arushi Gupta,Arushi,,Gupta,doi:10.1021/acsinfecdis.1c00546
2088591255,Xiong Y,Yanyu Xiong,Yanyu,,Xiong,doi:10.1021/acsinfecdis.1c00546
2156564415,T-V V,Vyshnavi T-V,Vyshnavi,,T-V,doi:10.1021/acsinfecdis.1c00546
6053282,Kizer ME,Megan E Kizer,Megan,E,Kizer,doi:10.1021/acsinfecdis.1c00546
2147249370,Duan J,Jinwei Duan,Jinwei,,Duan,doi:10.1021/acsinfecdis.1c00546
4963992,Chandrasekaran A,A Chandrasekaran,A,,Chandrasekaran,doi:10.1021/acsinfecdis.1c00546
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1021/acsinfecdis.1c00546
17781685,Ren S,Shaokang Ren,Shaokang,,Ren,doi:10.1038/s41596-021-00641-y
48746361,Fraser K,Keith Fraser,Keith,,Fraser,doi:10.1038/s41596-021-00641-y
12939306,Kuo L,L Kuo,L,,Kuo,doi:10.1038/s41596-021-00641-y
2149601429,Chauhan N,Neha Chauhan,Neha,,Chauhan,doi:10.1038/s41596-021-00641-y
2149601498,Adrian AT,Addison T Adrian,Addison,T,Adrian,doi:10.1038/s41596-021-00641-y
2241167934,Zhang F,Fuming Zhang,Fuming,,Zhang,doi:10.1038/s41596-021-00641-y
145250294,Linhardt R,R Linhardt,R,,Linhardt,doi:10.1038/s41596-021-00641-y
49755829,Kwon PS,Paul S Kwon,Paul,S,Kwon,doi:10.1038/s41596-021-00641-y
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1038/s41596-021-00641-y
153110817,Li N,Nantao Li,Nantao,,Li,doi:10.1016/j.cossms.2021.100966
2112632381,Zhao B,Bin Zhao,Bin,,Zhao,doi:10.1016/j.cossms.2021.100966
4225170,Stavins R,Robert Stavins,Robert,,Stavins,doi:10.1016/j.cossms.2021.100966
4620077,Peinetti A,A Peinetti,A,,Peinetti,doi:10.1016/j.cossms.2021.100966
47184921,Chauhan N,N Chauhan,N,,Chauhan,doi:10.1016/j.cossms.2021.100966
2119097767,Bashir R,Rashid Bashir,Rashid,,Bashir,doi:10.1016/j.cossms.2021.100966
31313504,Cunningham B,B Cunningham,B,,Cunningham,doi:10.1016/j.cossms.2021.100966
2058281819,King WP,William P King,William,P,King,doi:10.1016/j.cossms.2021.100966
145426833,Lu Y,Yi Lu,Yi,,Lu,doi:10.1016/j.cossms.2021.100966
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1016/j.cossms.2021.100966
35269421,Valera E,E Valera,E,,Valera,doi:10.1016/j.cossms.2021.100966
153110817,Li N,Nantao Li,Nantao,,Li,doi:10.1016/j.cossms.2021.100966
2112632381,Zhao B,Bin Zhao,Bin,,Zhao,doi:10.1016/j.cossms.2021.100966
4225170,Stavins R,Robert Stavins,Robert,,Stavins,doi:10.1016/j.cossms.2021.100966
4620077,Peinetti A,A Peinetti,A,,Peinetti,doi:10.1016/j.cossms.2021.100966
47184921,Chauhan N,N Chauhan,N,,Chauhan,doi:10.1016/j.cossms.2021.100966
2119097767,Bashir R,Rashid Bashir,Rashid,,Bashir,doi:10.1016/j.cossms.2021.100966
31313504,Cunningham B,B Cunningham,B,,Cunningham,doi:10.1016/j.cossms.2021.100966
2058281819,King WP,William P King,William,P,King,doi:10.1016/j.cossms.2021.100966
145426833,Lu Y,Yi Lu,Yi,,Lu,doi:10.1016/j.cossms.2021.100966
2144804604,Wang X,Xing Wang,Xing,,Wang,doi:10.1016/j.cossms.2021.100966
35269421,Valera E,E Valera,E,,Valera,doi:10.1016/j.cossms.2021.100966
47184921,Chauhan N,N Chauhan,N,,Chauhan,doi:10.1038/s41563-021-01088-y
2144801845,Wang X,Xing Wang,Xing,,Wang,doi:10.1038/s41563-021-01088-y
47212341,Hunter SR,Stephanie R Hunter,Stephanie,R,Hunter,doi:10.1101/2023.06.05.23290966
2220485975,Beatty C,Candelaria Beatty,Candelaria,,Beatty,doi:10.1101/2023.06.05.23290966
40110488,Dalton P,P Dalton,P,,Dalton,doi:10.1101/2023.06.05.23290966
2238562247,Hunter SR,Stephanie R Hunter,Stephanie,R,Hunter,doi:10.1093/chemse/bjad002
51065447,Hannum M,M Hannum,M,,Hannum,doi:10.1093/chemse/bjad002
2251336823,Pellegrino R,Robert Pellegrino,Robert,,Pellegrino,doi:10.1093/chemse/bjad002
2060493493,O'Leary MA,Maureen A O'Leary,Maureen,A,O'Leary,doi:10.1093/chemse/bjad002
2225822869,Rawson NE,Nancy E Rawson,Nancy,E,Rawson,doi:10.1093/chemse/bjad002
2250532810,Reed DR,Danielle R Reed,Danielle,R,Reed,doi:10.1093/chemse/bjad002
2238562087,Dalton PH,Pamela H Dalton,Pamela,H,Dalton,doi:10.1093/chemse/bjad002
2251500579,Parma V,Valentina Parma,Valentina,,Parma,doi:10.1093/chemse/bjad002
47212341,Hunter SR,Stephanie R Hunter,Stephanie,R,Hunter,doi:10.1101/2022.03.23.22272807
51065447,Hannum M,M Hannum,M,,Hannum,doi:10.1101/2022.03.23.22272807
6462608,Pellegrino R,R Pellegrino,R,,Pellegrino,doi:10.1101/2022.03.23.22272807
2274259976,Leary MAO,Maureen A Oâ Leary,Maureen,AOâ,Leary,doi:10.1101/2022.03.23.22272807
6385805,Rawson N,N Rawson,N,,Rawson,doi:10.1101/2022.03.23.22272807
2591845,Reed D,D Reed,D,,Reed,doi:10.1101/2022.03.23.22272807
40110488,Dalton P,P Dalton,P,,Dalton,doi:10.1101/2022.03.23.22272807
4499739,Parma V,V Parma,V,,Parma,doi:10.1101/2022.03.23.22272807
87235644,Weir E,E Weir,E,,Weir,doi:10.1016/j.foodqual.2021.104483
2591845,Reed D,D Reed,D,,Reed,doi:10.1016/j.foodqual.2021.104483
3900074,Pepino M,M Pepino,M,,Pepino,doi:10.1016/j.foodqual.2021.104483
1938994,Veldhuizen M,M Veldhuizen,M,,Veldhuizen,doi:10.1016/j.foodqual.2021.104483
2151306338,Hayes J,J Hayes,J,,Hayes,doi:10.1016/j.foodqual.2021.104483
87235644,Weir E,E Weir,E,,Weir,doi:10.1016/j.foodqual.2021.104483
2591845,Reed D,D Reed,D,,Reed,doi:10.1016/j.foodqual.2021.104483
3900074,Pepino M,M Pepino,M,,Pepino,doi:10.1016/j.foodqual.2021.104483
1938994,Veldhuizen M,M Veldhuizen,M,,Veldhuizen,doi:10.1016/j.foodqual.2021.104483
2151306338,Hayes J,J Hayes,J,,Hayes,doi:10.1016/j.foodqual.2021.104483
4499739,Parma V,V Parma,V,,Parma,doi:10.1093/chemse/bjab012
51065447,Hannum M,M Hannum,M,,Hannum,doi:10.1093/chemse/bjab012
2060493493,O'Leary MA,Maureen A O'Leary,Maureen,A,O'Leary,doi:10.1093/chemse/bjab012
6462608,Pellegrino R,R Pellegrino,R,,Pellegrino,doi:10.1093/chemse/bjab012
6385805,Rawson N,N Rawson,N,,Rawson,doi:10.1093/chemse/bjab012
2591845,Reed D,D Reed,D,,Reed,doi:10.1093/chemse/bjab012
40110488,Dalton P,P Dalton,P,,Dalton,doi:10.1093/chemse/bjab012
87235644,Weir E,E Weir,E,,Weir,doi:10.1016/j.physbeh.2023.114331
2270953971,Exten C,C Exten,C,,Exten,doi:10.1016/j.physbeh.2023.114331
72162736,Gerkin RC,R C Gerkin,R,C,Gerkin,doi:10.1016/j.physbeh.2023.114331
4270772,Munger S,S Munger,S,,Munger,doi:10.1016/j.physbeh.2023.114331
2151306338,Hayes J,J Hayes,J,,Hayes,doi:10.1016/j.physbeh.2023.114331
2220690677,Nguyen H,Ha Nguyen,Ha,,Nguyen,doi:10.1093/chemse/bjad020
6822459,Albayay J,J Albayay,J,,Albayay,doi:10.1093/chemse/bjad020
4648123,Höchenberger R,Richard Höchenberger,Richard,,Höchenberger,doi:10.1093/chemse/bjad020
7007701,Bhutani S,S Bhutani,S,,Bhutani,doi:10.1093/chemse/bjad020
3363731,Boesveldt S,S Boesveldt,S,,Boesveldt,doi:10.1093/chemse/bjad020
2235824,Busch N,N Busch,N,,Busch,doi:10.1093/chemse/bjad020
2780275,Croijmans I,I Croijmans,I,,Croijmans,doi:10.1093/chemse/bjad020
89510954,Cooper KW,Keiland W Cooper,Keiland,W,Cooper,doi:10.1093/chemse/bjad020
3682732,Groot JDd,J D de Groot,J,Dde,Groot,doi:10.1093/chemse/bjad020
91348105,Farruggia M,M Farruggia,M,,Farruggia,doi:10.1093/chemse/bjad020
6892375,Fjaeldstad A,A Fjaeldstad,A,,Fjaeldstad,doi:10.1093/chemse/bjad020
2151306338,Hayes J,J Hayes,J,,Hayes,doi:10.1093/chemse/bjad020
2129278278,Hummel T,T Hummel,T,,Hummel,doi:10.1093/chemse/bjad020
46788783,Joseph PV,Paule Valery Joseph,Paule,Valery,Joseph,doi:10.1093/chemse/bjad020
38825380,Laktionova T,T Laktionova,T,,Laktionova,doi:10.1093/chemse/bjad020
1401953843,Thomas-Danguin T,T Thomas-Danguin,T,,Thomas-Danguin,doi:10.1093/chemse/bjad020
1938994,Veldhuizen M,M Veldhuizen,M,,Veldhuizen,doi:10.1093/chemse/bjad020
5200297,Voznessenskaya V,V Voznessenskaya,V,,Voznessenskaya,doi:10.1093/chemse/bjad020
4499739,Parma V,V Parma,V,,Parma,doi:10.1093/chemse/bjad020
83941121,Pepino M,M Pepino,M,,Pepino,doi:10.1093/chemse/bjad020
2680973,Ohla K,K Ohla,K,,Ohla,doi:10.1093/chemse/bjad020
87235644,Weir E,E Weir,E,,Weir,doi:10.1101/2023.03.27.23287763
2270953971,Exten C,C Exten,C,,Exten,doi:10.1101/2023.03.27.23287763
72162736,Gerkin RC,R C Gerkin,R,C,Gerkin,doi:10.1101/2023.03.27.23287763
4270772,Munger S,S Munger,S,,Munger,doi:10.1101/2023.03.27.23287763
2151306338,Hayes J,J Hayes,J,,Hayes,doi:10.1101/2023.03.27.23287763
79776500,Weir EM,E M Weir,E,M,Weir,doi:10.1093/chemse/bjac036
