id,name,fullName,firstName,middleName,lastName,orcid,profileId
s2authorid:2106107889,Chrispin C,Carl Chrispin,Carl,,Chrispin,,
s2authorid:1453730881,Christopher AB,Adam B Christopher,Adam,B,Christopher,,
s2authorid:39049542,Chu F,F Chu,F,,Chu,,
s2authorid:2070015082,Chu Y,Yan-ping Chu,Yan-ping,,Chu,,
s2authorid:2106105526,Ciaramella K,Kianna Ciaramella,Kianna,,Ciaramella,,
s2authorid:2106106821,Cifuentes E,E Cifuentes,E,,Cifuentes,,
s2authorid:2091835097,Ciric C,C Ciric,C,,Ciric,,
s2authorid:2168471616,Clark A,A Clark,A,,Clark,,
s2authorid:3145487,Clarke WE,Wayne E Clarke,Wayne,E,Clarke,,
s2authorid:11921001,Clayton J,J Clayton,J,,Clayton,,
s2authorid:113943702,Clerkin T,T Clerkin,T,,Clerkin,,
s2authorid:2092536833,Codyre M,Martin Codyre,Martin,,Codyre,,
s2authorid:84590167,Cohen H,H Cohen,H,,Cohen,,
s2authorid:1884425,Cohen J,J Cohen,J,,Cohen,,
s2authorid:2110984532,Cohen JP,Jake P Cohen,Jake,P,Cohen,,
s2authorid:1988852,Coil D,D Coil,D,,Coil,,
s2authorid:1850377,Coin L,L Coin,L,,Coin,,
s2authorid:48209419,Collin S,S Collin,S,,Collin,,
s2authorid:2181646642,Collins CL,Courtney L Collins,Courtney,L,Collins,,
s2authorid:1869761621,Comarova Z,Z Comarova,Z,,Comarova,,
s2authorid:115292599,Comerford S,S Comerford,S,,Comerford,,
s2authorid:2069042357,Cong L,L Cong,L,,Cong,,
s2authorid:2080844965,Conger C,C Conger,C,,Conger,,
s2authorid:2169647068,Connor DHO,David H Oâ Connor,David,HOâ,Connor,,
s2authorid:1582690217,Conrey PE,Peyton E Conrey,Peyton,E,Conrey,,
s2authorid:100598280,Constantine T,T Constantine,T,,Constantine,,
s2authorid:40892828,Conte R,Romain Conte,Romain,,Conte,,
s2authorid:153824931,Contreras J,J Contreras,J,,Contreras,,
s2authorid:2164179824,Contreras RP,Raquel Pimentel Contreras,Raquel,Pimentel,Contreras,,
s2authorid:1398465471,Cooper D,D Cooper,D,,Cooper,,
s2authorid:89510954,Cooper KW,Keiland W Cooper,Keiland,W,Cooper,,
s2authorid:153673719,Corsi F,Flavia Corsi,Flavia,,Corsi,,
s2authorid:48369888,Corti D,D Corti,D,,Corti,,
s2authorid:5270263,Cortizas EM,Elena M Cortizas,Elena,M,Cortizas,,
s2authorid:48360664,Corvelo A,A Corvelo,A,,Corvelo,,
s2authorid:2165625329,Cosculluela GA,Gabriella A Cosculluela,Gabriella,A,Cosculluela,,
s2authorid:146348985,Cossio C,Cecilia Cossio,Cecilia,,Cossio,,
s2authorid:34842914,Costa A,A Costa,A,,Costa,,
s2authorid:3954300,Court D,D Court,D,,Court,,
s2authorid:1405341843,Couto-Rodriguez M,Mara Couto-Rodriguez,Mara,,Couto-Rodriguez,,
s2authorid:2175328,Crandall K,K Crandall,K,,Crandall,,
s2authorid:5310353,Craney A,A Craney,A,,Craney,,
s2authorid:34335237,Crawford R,R Crawford,R,,Crawford,,
s2authorid:2190861740,Crespo-Cajigas J,Janet Crespo-Cajigas,Janet,,Crespo-Cajigas,,
s2authorid:2051144736,Creyer MN,Matthew N Creyer,Matthew,N,Creyer,,
s2authorid:2780275,Croijmans I,I Croijmans,I,,Croijmans,,
s2authorid:5810115,Croker B,B Croker,B,,Croker,,
s2authorid:8381503,Cross R,Russell Cross,Russell,,Cross,,
s2authorid:2255069317,Crystal S,Stephen Crystal,Stephen,,Crystal,,
s2authorid:2106107267,Cuebas D,Delisia Cuebas,Delisia,,Cuebas,,
s2authorid:31313504,Cunningham B,B Cunningham,B,,Cunningham,,
s2authorid:4629206,Cunnington A,A Cunnington,A,,Cunnington,,
s2authorid:2153845577,Currall B,B Currall,B,,Currall,,
s2authorid:11313735,Cushing M,M Cushing,M,,Cushing,,
s2authorid:31480458,Czaja AS,Angela S Czaja,Angela,S,Czaja,,
s2authorid:5671501,Cáceres IId,I Ibáñez de Cáceres,I,Ibáñezde,Cáceres,,
s2authorid:2059670211,Cárdenas A,A Cárdenas,A,,Cárdenas,,
s2authorid:5193966,Dadhania D,D Dadhania,D,,Dadhania,,
s2authorid:1404334985,Dagan‐Rosenfeld O,O Dagan‐Rosenfeld,O,,Dagan‐Rosenfeld,,
s2authorid:3507277,Dahlhausen K,K Dahlhausen,K,,Dahlhausen,,
s2authorid:32011450,Dailey J,Joel Dailey,Joel,,Dailey,,
s2authorid:80641945,Dallaire F,F Dallaire,F,,Dallaire,,
s2authorid:2071134851,Dalton R,R Dalton,R,,Dalton,,
s2authorid:2231537056,Damani M,Manan Damani,Manan,,Damani,,
s2authorid:145165351,Dandekar S,S Dandekar,S,,Dandekar,,
s2authorid:117522075,Dang H,H Dang,H,,Dang,,
s2authorid:2559971,Danko D,D Danko,D,,Danko,,
s2authorid:2243285353,Darby C,Christie Darby,Christie,,Darby,,
s2authorid:2807817,Darling A,A Darling,A,,Darling,,
s2authorid:2106106860,Das P,P Das,P,,Das,,
s2authorid:2218689617,Das S,Sreyashi Das,Sreyashi,,Das,,
s2authorid:49655786,Das S,Soumita Das,Soumita,,Das,,
s2authorid:3141413,Datta P,P Datta,P,,Datta,,
s2authorid:5237978,Datta S,S Datta,S,,Datta,,
s2authorid:46572398,Davenport L,Lucinda Davenport,Lucinda,,Davenport,,
s2authorid:2067752938,David L,Laurent David,Laurent,,David,,
s2authorid:2255069974,Davidow A,Amy Davidow,Amy,,Davidow,,
s2authorid:2218820685,Davidson MS,Maisey Salina Davidson,Maisey,Salina,Davidson,,
s2authorid:1733957910,Davidson NR,Natalie R Davidson,Natalie,R,Davidson,,
s2authorid:144901426,Davis J,J Davis,J,,Davis,,
s2authorid:6249273,Dayama G,Gargi Dayama,Gargi,,Dayama,,
s2authorid:47208060,De T,Tisham De,Tisham,,De,,
s2authorid:153507366,Dean D,Delphine Dean,Delphine,,Dean,,
s2authorid:35504614,Deitrick S,S Deitrick,S,,Deitrick,,
s2authorid:3895793,Delaney M,M Delaney,M,,Delaney,,
s2authorid:144090410,Delclos G,George Delclos,George,,Delclos,,
s2authorid:5345161,Delmas S,Stéphane Delmas,Stéphane,,Delmas,,
s2authorid:6030353,Delmonte O,O Delmonte,O,,Delmonte,,
s2authorid:143717428,Demirci U,U Demirci,U,,Demirci,,
s2authorid:2030995922,Deng CK,Chris K Deng,Chris,K,Deng,,
s2authorid:2108850052,Deng Y,Youping Deng,Youping,,Deng,,
s2authorid:46850985,Deng Y,Youping Deng,Youping,,Deng,,
s2authorid:3875911,Dennehy J,J Dennehy,J,,Dennehy,,
s2authorid:26617147,Dequeker C,C Dequeker,C,,Dequeker,,
s2authorid:2855952,Derisi J,J Derisi,J,,Derisi,,
s2authorid:1988637209,Deshpande D,Dhrithi Deshpande,Dhrithi,,Deshpande,,
s2authorid:3120190,Desnues C,C Desnues,C,,Desnues,,
s2authorid:89032903,Devi M,M Devi,M,,Devi,,
s2authorid:46236450,Dewald HK,Hannah K Dewald,Hannah,K,Dewald,,
s2authorid:41066389,Dezem F,F Dezem,F,,Dezem,,
s2authorid:6407062,Dham N,N Dham,N,,Dham,,
s2authorid:98698616,DiMaio F,F DiMaio,F,,DiMaio,,
s2authorid:2106107118,Dias CN,Clara N Dias,Clara,N,Dias,,
s2authorid:90707470,Dias-Neto E,E Dias-Neto,E,,Dias-Neto,,
s2authorid:2210051856,Diaz KM,Kristen Machado Diaz,Kristen,Machado,Diaz,,
s2authorid:2213008432,Dibble K,Kristina Dibble,Kristina,,Dibble,,
s2authorid:6198932,Dickson R,R Dickson,R,,Dickson,,
s2authorid:2173189779,Dinga C,Carly Dinga,Carly,,Dinga,,
s2authorid:34462127,Dionne A,A Dionne,A,,Dionne,,
s2authorid:1768359016,Diorio C,Caroline Diorio,Caroline,,Diorio,,
s2authorid:49198678,Discepolo V,V Discepolo,V,,Discepolo,,
s2authorid:50103560,Dixon K,K Dixon,K,,Dixon,,
s2authorid:2178696248,Djomnang LK,Liz-Audrey Kounatse Djomnang,Liz-Audrey,Kounatse,Djomnang,,
s2authorid:8054854,Dobbs K,K Dobbs,K,,Dobbs,,
s2authorid:1695490531,Dogan M,M Dogan,M,,Dogan,,
s2authorid:1938270813,Doherty BM,Brookelyn M Doherty,Brookelyn,M,Doherty,,
s2authorid:2186154750,Dominguez S,Samuel Dominguez,Samuel,,Dominguez,,
s2authorid:1397324768,Dominguez-Bello M,M Dominguez-Bello,M,,Dominguez-Bello,,
s2authorid:2096802487,Donahoe T,Timothy Donahoe,Timothy,,Donahoe,,
s2authorid:2039158378,Dong H,Hao Dong,Hao,,Dong,,
s2authorid:6309928,Dong Y,Yixiao Dong,Yixiao,,Dong,,
s2authorid:2244604069,Dong Z,Zijun Dong,Zijun,,Dong,,
s2authorid:2114029183,Dong Z,Zijun Dong,Zijun,,Dong,,
s2authorid:1411768842,Donnellan D,Daisy Donnellan,Daisy,,Donnellan,,
s2authorid:143800657,Donofrio M,M Donofrio,M,,Donofrio,,
s2authorid:1492098758,Donofrio-Odmann J,J Donofrio-Odmann,J,,Donofrio-Odmann,,
s2authorid:1991849515,Donofrio-Ödmann JJ,J J Donofrio-Ödmann,J,J,Donofrio-Ödmann,,
s2authorid:2074349219,Donovan B,B Donovan,B,,Donovan,,
s2authorid:2068156500,Dorado S,S Dorado,S,,Dorado,,
s2authorid:2106106911,Dorsey L,LaShonda Dorsey,LaShonda,,Dorsey,,
s2authorid:50829951,Dotsenko V,Valeriia Dotsenko,Valeriia,,Dotsenko,,
s2authorid:1921600,Dreyer W,W Dreyer,W,,Dreyer,,
s2authorid:13074666,Driver E,E Driver,E,,Driver,,
s2authorid:10160247,Dropulic L,L Dropulic,L,,Dropulic,,
s2authorid:1728324,Du J,Jingcheng Du,Jingcheng,,Du,,
s2authorid:66775674,Du S,Shicong Du,Shicong,,Du,,
s2authorid:2055581135,Du S,S Du,S,,Du,,
s2authorid:2147249370,Duan J,Jinwei Duan,Jinwei,,Duan,,
s2authorid:1491414848,Duan Y,Yuxin Duan,Yuxin,,Duan,,
s2authorid:7911531,Dulai P,P Dulai,P,,Dulai,,
s2authorid:16290884,Dummer K,K Dummer,K,,Dummer,,
s2authorid:1387836996,Dunkerly-Eyring B,B Dunkerly-Eyring,B,,Dunkerly-Eyring,,
s2authorid:35401711,Durrieu G,G Durrieu,G,,Durrieu,,
s2authorid:2106105243,Dutan A,Alexandra Dutan,Alexandra,,Dutan,,
s2authorid:2047827996,Duty D,Darrell Duty,Darrell,,Duty,,
s2authorid:5859532,Dybwad M,M Dybwad,M,,Dybwad,,
s2authorid:51243689,Désert A,Alexandre Désert,Alexandre,,Désert,,
s2authorid:1416621494,D’Addese L,L D’Addese,L,,D’Addese,,
s2authorid:2065174878,D’Alessandro B,B D’Alessandro,B,,D’Alessandro,,
s2authorid:1411510352,D’Andrea K,K D’Andrea,K,,D’Andrea,,
s2authorid:1411124975,D’silva M,M D’silva,M,,D’silva,,
s2authorid:1396215034,D’souza G,Giselle D’souza,Giselle,,D’souza,,
s2authorid:2101714292,Eady N,N Eady,N,,Eady,,
s2authorid:2414779,Ebbert MTW,Mark T W Ebbert,Mark,TW,Ebbert,,
s2authorid:5756890,Ebeler S,S Ebeler,S,,Ebeler,,
s2authorid:2166308951,Edelson ME,Maxim E Edelson,Maxim,E,Edelson,,
s2authorid:145282802,Eisen J,J Eisen,J,,Eisen,,
s2authorid:2238340961,Eisen JA,Jonathan A Eisen,Jonathan,A,Eisen,,
s2authorid:14293720,Eisenstein E,E Eisenstein,E,,Eisenstein,,
s2authorid:50702945,Eisenstein S,S Eisenstein,S,,Eisenstein,,
s2authorid:2117697433,Ekpenyong A,Atim Ekpenyong,Atim,,Ekpenyong,,
s2authorid:82021515,El-kholy N,Nermeen El-kholy,Nermeen,,El-kholy,,
s2authorid:2106107074,Elaskandrany M,Miar Elaskandrany,Miar,,Elaskandrany,,
s2authorid:24743066,Eleftheriou I,Irini Eleftheriou,Irini,,Eleftheriou,,
s2authorid:150097652,Elemento O,O Elemento,O,,Elemento,,
s2authorid:2447226,Elhaik E,E Elhaik,E,,Elhaik,,
s2authorid:15583674,Elias MD,Matthew D Elias,Matthew,D,Elias,,
s2authorid:12441770,Elmarsafawy H,H Elmarsafawy,H,,Elmarsafawy,,
s2authorid:2166509442,Elrugige N,Najat Elrugige,Najat,,Elrugige,,
s2authorid:1380963613,Elyaderani A,Amir Elyaderani,Amir,,Elyaderani,,
s2authorid:2057352,Emonts M,M Emonts,M,,Emonts,,
s2authorid:5247744,Englund J,J Englund,J,,Englund,,
s2authorid:152166668,Epalza C,C Epalza,C,,Epalza,,
s2authorid:46223826,Epping L,Lennard Epping,Lennard,,Epping,,
s2authorid:145324957,Ercolini D,D Ercolini,D,,Ercolini,,
s2authorid:91075691,Erickson D,D Erickson,D,,Erickson,,
s2authorid:48000377,Eriksson D,D Eriksson,D,,Eriksson,,
s2authorid:1399698269,Escalera-Antezana JP,J P Escalera-Antezana,J,P,Escalera-Antezana,,
s2authorid:4231565,Esparza TJ,Thomas J Esparza,Thomas,J,Esparza,,
s2authorid:9876553,Espinosa Y,Yazmin Espinosa,Yazmin,,Espinosa,,
s2authorid:48858433,Ettinger AK,Anna K Ettinger,Anna,K,Ettinger,,
s2authorid:6336935,Ettinger C,C Ettinger,C,,Ettinger,,
s2authorid:2110058735,Evani US,U S Evani,U,S,Evani,,
s2authorid:2270953971,Exten C,C Exten,C,,Exten,,
s2authorid:3526231,Fabi M,M Fabi,M,,Fabi,,
s2authorid:1571102730,Faiz I,Iqra Faiz,Iqra,,Faiz,,
s2authorid:6225952,Fajtová P,Pavla Fajtová,Pavla,,Fajtová,,
s2authorid:117068455,Falcon AK,Alexandria K Falcon,Alexandria,K,Falcon,,
s2authorid:4506436,Faleye T,T Faleye,T,,Faleye,,
s2authorid:2143869618,Faleye TOC,Temitope O C Faleye,Temitope,OC,Faleye,,
s2authorid:2106103249,Fan L,Luice Fan,Luice,,Fan,,
s2authorid:89572935,Farek J,J Farek,J,,Farek,,
s2authorid:2131558898,Farhat N,N Farhat,N,,Farhat,,
s2authorid:2189612885,Farid P,Pedrom Farid,Pedrom,,Farid,,
s2authorid:2916897,Farmerie W,W Farmerie,W,,Farmerie,,
s2authorid:1399682183,Farrel A,Alvin Farrel,Alvin,,Farrel,,
s2authorid:2234985693,Farrell A,Alvin Farrell,Alvin,,Farrell,,
s2authorid:91348105,Farruggia M,M Farruggia,M,,Farruggia,,
s2authorid:2059498065,Faure E,E Faure,E,,Faure,,
s2authorid:8020136,Fauzi F,F Fauzi,F,,Fauzi,,
s2authorid:10110634,Federici F,Fernán Federici,Fernán,,Federici,,
s2authorid:122343162,Federman S,S Federman,S,,Federman,,
s2authorid:49152252,Feigin C,C Feigin,C,,Feigin,,
s2authorid:2051229224,Felice S,S Felice,S,,Felice,,
s2authorid:150295607,Fennessey S,S Fennessey,S,,Fennessey,,
s2authorid:6504906,Ferrajolo C,C Ferrajolo,C,,Ferrajolo,,
s2authorid:152170606,Ferreira LP,Laís Pereira Ferreira,Laís,Pereira,Ferreira,,
s2authorid:143861850,Ferris AM,Anne M Ferris,Anne,M,Ferris,,
s2authorid:36821706,Ferré EMN,Elise M N Ferré,Elise,MN,Ferré,,
s2authorid:143687023,Fidler K,K Fidler,K,,Fidler,,
s2authorid:2064341085,Figueroa G,Gabriel Figueroa,Gabriel,,Figueroa,,
s2authorid:90379392,Filippis FD,F D Filippis,F,D,Filippis,,
s2authorid:3041372,Fine D,D Fine,D,,Fine,,
s2authorid:143615628,Fink CG,Colin G Fink,Colin,G,Fink,,
s2authorid:2181647947,Finnerty S,Sarah Finnerty,Sarah,,Finnerty,,
s2authorid:152950468,Fitouri Z,Z Fitouri,Z,,Fitouri,,
s2authorid:1413257594,Fitzgerald-Bocarsly P,P Fitzgerald-Bocarsly,P,,Fitzgerald-Bocarsly,,
s2authorid:6892375,Fjaeldstad A,A Fjaeldstad,A,,Fjaeldstad,,
s2authorid:40237605,Fleiss A,Aubin Fleiss,Aubin,,Fleiss,,
s2authorid:50074761,Fleshner P,P Fleshner,P,,Fleshner,,
s2authorid:4896552,Flier Mvd,M van der Flier,M,vander,Flier,,
s2authorid:117916310,Flores C,C Flores,C,,Flores,,
s2authorid:2106107380,Flores D,Denisse Flores,Denisse,,Flores,,
s2authorid:2106271825,Flores JLV,Jhovana L Velasco Flores,Jhovana,LVelasco,Flores,,
s2authorid:12783653,Flores S,S Flores,S,,Flores,,
s2authorid:2091841138,Flury AG,Anna G Flury,Anna,G,Flury,,
s2authorid:16260162,Foley T,T Foley,T,,Foley,,
s2authorid:66061445,Fonseca MA,M A Fonseca,M,A,Fonseca,,
s2authorid:6777324,Fontenele R,R Fontenele,R,,Fontenele,,
s2authorid:6863432,Foox J,J Foox,J,,Foox,,
s2authorid:2174842611,Ford A,Anarose Ford,Anarose,,Ford,,
s2authorid:26924314,Forero JC,J C Forero,J,C,Forero,,
s2authorid:2171924957,Foresythe A,Abiodun Foresythe,Abiodun,,Foresythe,,
s2authorid:2207078083,Forsythe L,Liam Forsythe,Liam,,Forsythe,,
s2authorid:4223708,Fothergill D,D Fothergill,D,,Fothergill,,
s2authorid:8174840,Fox K,K Fox,K,,Fox,,
s2authorid:1742177981,Francis A,Aaishah Francis,Aaishah,,Francis,,
s2authorid:48479676,Franco A,A Franco,A,,Franco,,
s2authorid:145093647,Frank LH,Lowell H Frank,Lowell,H,Frank,,
s2authorid:48716027,Franke V,V Franke,V,,Franke,,
s2authorid:6116711,Franzi L,L Franzi,L,,Franzi,,
s2authorid:48746361,Fraser K,Keith Fraser,Keith,,Fraser,,
s2authorid:1665667320,Freeman B,Brandi Freeman,Brandi,,Freeman,,
s2authorid:8465785,French K,Kelly French,Kelly,,French,,
s2authorid:48833676,Fresia P,P Fresia,P,,Fresia,,
s2authorid:2111854299,Friedman J,J Friedman,J,,Friedman,,
s2authorid:34816123,Friedman K,K Friedman,K,,Friedman,,
s2authorid:39158567,Frolova A,A Frolova,A,,Frolova,,
s2authorid:2152178723,Fu L,Lei Fu,Lei,,Fu,,
s2authorid:47012539,Fu X,Xiuping Fu,Xiuping,,Fu,,
s2authorid:2052394892,Fuentes J,J Fuentes,J,,Fuentes,,
s2authorid:2051864759,Fuentes LR,Lemuel Rivera Fuentes,Lemuel,Rivera,Fuentes,,
s2authorid:1579395582,Fujimori T,Tomonari Fujimori,Tomonari,,Fujimori,,
s2authorid:6271328,Fungtammasan A,Arkarachai Fungtammasan,Arkarachai,,Fungtammasan,,
s2authorid:2075168,Furton K,K Furton,K,,Furton,,
s2authorid:2007332524,Furuta K,Koh Furuta,Koh,,Furuta,,
s2authorid:4994367,Gabunilas J,Jason Gabunilas,Jason,,Gabunilas,,
s2authorid:4729370,Galipon J,Josephine Galipon,Josephine,,Galipon,,
s2authorid:1396503096,Gandavadi D,Dhanush Gandavadi,Dhanush,,Gandavadi,,
s2authorid:116123115,Gandhi M,M Gandhi,M,,Gandhi,,
s2authorid:1443780256,Gankin D,Dennis Gankin,Dennis,,Gankin,,
s2authorid:5400581,Ganzoury MME,Mona M El Ganzoury,Mona,MEl,Ganzoury,,
s2authorid:2193705378,Garcia C,Chris Garcia,Chris,,Garcia,,
s2authorid:2072762339,Garcia KY,Karla Y Garcia,Karla,Y,Garcia,,
s2authorid:2106113105,Garcia L,Laura Garcia,Laura,,Garcia,,
s2authorid:40370097,Garcia M,Mathilde Garcia,Mathilde,,Garcia,,
s2authorid:1411463724,Garcia-Knight M,M Garcia-Knight,M,,Garcia-Knight,,
s2authorid:2111099020,García C,C García,C,,García,,
s2authorid:1720892939,Gardiner MA,Michael A Gardiner,Michael,A,Gardiner,,
s2authorid:1938742277,Gardiner WD,Woodrow D Gardiner,Woodrow,D,Gardiner,,
s2authorid:1699392,Gaudioso E,Elena Gaudioso,Elena,,Gaudioso,,
s2authorid:48583228,Gaur S,S Gaur,S,,Gaur,,
s2authorid:1679133363,Gawrys J,Justyna Gawrys,Justyna,,Gawrys,,
s2authorid:1576960427,Geiger A,Annie Geiger,Annie,,Geiger,,
s2authorid:144064361,Geiger H,Heather Geiger,Heather,,Geiger,,
s2authorid:4883707,George KS,K St George,K,St,George,,
s2authorid:2190983048,Georgiou P,P Georgiou,P,,Georgiou,,
s2authorid:2252095752,Gerhard T,Tobias Gerhard,Tobias,,Gerhard,,
s2authorid:3860796,Gerhard T,T Gerhard,T,,Gerhard,,
s2authorid:5619382,Germer S,S Germer,S,,Germer,,
s2authorid:9697145,Gerner SM,Samuel M Gerner,Samuel,M,Gerner,,
s2authorid:17659457,Gerstbacher D,D Gerstbacher,D,,Gerstbacher,,
s2authorid:1381954337,Ghose S,S Ghose,S,,Ghose,,
s2authorid:2803887,Ghosh P,P Ghosh,P,,Ghosh,,
s2authorid:2090227509,Ghumra DP,Dishit P Ghumra,Dishit,P,Ghumra,,
s2authorid:4013106,Giang DP,Dao Phuong Giang,Dao,Phuong,Giang,,
s2authorid:15327690,Giannini H,H Giannini,H,,Giannini,,
s2authorid:10088754,Giles JR,Josephine R Giles,Josephine,R,Giles,,
s2authorid:144136691,Giménez M,M Giménez,M,,Giménez,,
s2authorid:4522541,Giovannelli D,D Giovannelli,D,,Giovannelli,,
s2authorid:2147253580,Girotto M,Matthew Girotto,Matthew,,Girotto,,
s2authorid:51097488,Gisladottir U,Undina Gisladottir,Undina,,Gisladottir,,
s2authorid:6545202,Githae D,D Githae,D,,Githae,,
s2authorid:8380585,Gkotzis S,Spyridon Gkotzis,Spyridon,,Gkotzis,,
s2authorid:46370355,Glazier R,Roxanne Glazier,Roxanne,,Glazier,,
s2authorid:1752860548,Gliwa A,A Gliwa,A,,Gliwa,,
s2authorid:48211455,Godoy L,L Godoy,L,,Godoy,,
s2authorid:32064211,Goel R,R Goel,R,,Goel,,
s2authorid:66103422,Goetz H,H Goetz,H,,Goetz,,
s2authorid:2005904684,Gohli J,J Gohli,J,,Gohli,,
s2authorid:114056584,Gokool VA,Vidia A Gokool,Vidia,A,Gokool,,
s2authorid:2084195890,Golda G,Gosia Golda,Gosia,,Golda,,
s2authorid:145816076,Goldman SL,Samantha L Goldman,Samantha,L,Goldman,,
s2authorid:2328337,Goldsborough A,A Goldsborough,A,,Goldsborough,,
s2authorid:1390031128,Gomez-Simmonds A,A Gomez-Simmonds,A,,Gomez-Simmonds,,
s2authorid:2133806467,Gong T,Ting Gong,Ting,,Gong,,
s2authorid:3134435,Gonnet G,G Gonnet,G,,Gonnet,,
s2authorid:2185541340,Gonzalez AS,A Sotomayor Gonzalez,A,Sotomayor,Gonzalez,,
s2authorid:2106104773,Gonzalez-Poblete C,Camila Gonzalez-Poblete,Camila,,Gonzalez-Poblete,,
s2authorid:2118778882,González A,Andrea González,Andrea,,González,,
s2authorid:87686684,González J,J González,J,,González,,
s2authorid:2223129120,Goodman K,K Goodman,K,,Goodman,,
s2authorid:39967411,Goodrich JS,J S Goodrich,J,S,Goodrich,,
s2authorid:40404689,Goodwin E,E Goodwin,E,,Goodwin,,
s2authorid:5162846,Gootenberg J,J Gootenberg,J,,Gootenberg,,
s2authorid:144318124,Gorelik M,M Gorelik,M,,Gorelik,,
s2authorid:2146576732,Gosselin B,Bryan Gosselin,Bryan,,Gosselin,,
s2authorid:38004654,Gottlieb A,A Gottlieb,A,,Gottlieb,,
s2authorid:6727463,Gouma S,S Gouma,S,,Gouma,,
s2authorid:36922885,Graf A,A Graf,A,,Graf,,
s2authorid:39620026,Graf J,J Graf,J,,Graf,,
s2authorid:2146495047,Graham M,MM Graham,MM,,Graham,,
s2authorid:5024091,Granados A,A Granados,A,,Granados,,
s2authorid:2090370980,Grandonico K,K Grandonico,K,,Grandonico,,
s2authorid:2055386694,Gray A,Andrew Gray,Andrew,,Gray,,
s2authorid:3314468,Greally J,J Greally,J,,Greally,,
s2authorid:34396701,Green D,D Green,D,,Green,,
s2authorid:153380522,Green D,D Green,D,,Green,,
s2authorid:33811010,Greenberg P,P Greenberg,P,,Greenberg,,
s2authorid:91597854,Greenlief CM,C M Greenlief,C,M,Greenlief,,
s2authorid:6431449,Gregory D,D Gregory,D,,Gregory,,
s2authorid:2243135965,Gregory DA,Devon A Gregory,Devon,A,Gregory,,
s2authorid:2111800557,Gregory T,Tranette Gregory,Tranette,,Gregory,,
s2authorid:2106106881,Greselle C,Charlotte Greselle,Charlotte,,Greselle,,
s2authorid:2646041,Griffis E,E Griffis,E,,Griffis,,
s2authorid:2417437,Grifoni A,A Grifoni,A,,Grifoni,,
s2authorid:5398266,Grills G,G Grills,G,,Grills,,
s2authorid:3507403,Grobe N,N Grobe,N,,Grobe,,
s2authorid:3682732,Groot JDd,J D de Groot,J,Dde,Groot,,
s2authorid:50063399,Groot Rd,R de Groot,R,de,Groot,,
s2authorid:3869580,Grubaugh N,N Grubaugh,N,,Grubaugh,,
s2authorid:1701677242,Grubbs G,Gabrielle Grubbs,Gabrielle,,Grubbs,,
s2authorid:14360781,Grunvald E,E Grunvald,E,,Grunvald,,
s2authorid:8209208,Gu P,Phillip Gu,Phillip,,Gu,,
s2authorid:1937169793,Guan L,Lisa Guan,Lisa,,Guan,,
s2authorid:145913254,Guarino A,A Guarino,A,,Guarino,,
s2authorid:6586480,Guasco S,S Guasco,S,,Guasco,,
s2authorid:145542866,Guerra J,J Guerra,J,,Guerra,,
s2authorid:40354446,Guerrini V,V Guerrini,V,,Guerrini,,
s2authorid:16042860,Guo S,Shangfu Guo,Shangfu,,Guo,,
s2authorid:2110047332,Gupta A,Arushi Gupta,Arushi,,Gupta,,
s2authorid:2157643342,Gupta R,Richa Gupta,Richa,,Gupta,,
s2authorid:123501623,Gupta Y,Yash Gupta,Yash,,Gupta,,
s2authorid:14032454,Gurianova N,N Gurianova,N,,Gurianova,,
s2authorid:2038115111,Gurvitch J,Justin Gurvitch,Justin,,Gurvitch,,
s2authorid:9930033,Gutglass DJ,David J Gutglass,David,J,Gutglass,,
s2authorid:2186268290,Gutierrez MP,Maria Pila Gutierrez,Maria,Pila,Gutierrez,,
s2authorid:1820910964,Gómez-Escobar L,L Gómez-Escobar,L,,Gómez-Escobar,,
s2authorid:7398380,Ha C,C Ha,C,,Ha,,
s2authorid:1441391413,Habgood-Coote D,D Habgood-Coote,D,,Habgood-Coote,,
s2authorid:2140147918,Hadasch K,Kathrin Hadasch,Kathrin,,Hadasch,,
s2authorid:1939094864,Hadfield J,J Hadfield,J,,Hadfield,,
s2authorid:2106108602,Haehr W,Wolfgang Haehr,Wolfgang,,Haehr,,
s2authorid:50752906,Hahn AM,Anne M Hahn,Anne,M,Hahn,,
s2authorid:91490965,Hajirasouliha I,I Hajirasouliha,I,,Hajirasouliha,,
s2authorid:4873989,Halary S,S Halary,S,,Halary,,
s2authorid:2195226949,Hamera K,K Hamera,K,,Hamera,,
s2authorid:38087471,Han M,Maggie Han,Maggie,,Han,,
s2authorid:51292562,Handler D,D Handler,D,,Handler,,
s2authorid:2212465198,Handoko R,Ryan Handoko,Ryan,,Handoko,,
s2authorid:51065447,Hannum M,M Hannum,M,,Hannum,,
s2authorid:134887864,Hansen Y,YBL Hansen,YBL,,Hansen,,
s2authorid:1454270542,Hanson C,C Hanson,C,,Hanson,,
s2authorid:40543741,Hao S,S Hao,S,,Hao,,
s2authorid:89487562,Haq Z,Zahin Haq,Zahin,,Haq,,
s2authorid:8956046,Harahsheh A,A Harahsheh,A,,Harahsheh,,
s2authorid:46339161,Harper R,R Harper,R,,Harper,,
s2authorid:144883677,Harris L,Lindsay Harris,Lindsay,,Harris,,
s2authorid:2148422219,Harris RM,Rebecca M Harris,Rebecca,M,Harris,,
