id,name,fullName,firstName,middleName,lastName,orcid,profileId
s2authorid:31913094,Harris TH,Tyler H Harris,Tyler,H,Harris,,
s2authorid:21507211,Hartkopf F,Felix Hartkopf,Felix,,Hartkopf,,
s2authorid:38136840,Hassan C,Ciaran Hassan,Ciaran,,Hassan,,
s2authorid:117711384,Hastings JJA,Jaden J A Hastings,Jaden,JA,Hastings,,
s2authorid:1401002702,Hatada A,April Hatada,April,,Hatada,,
s2authorid:2106107325,Hawkins-Zafarnia A,Arya Hawkins-Zafarnia,Arya,,Hawkins-Zafarnia,,
s2authorid:1484665838,Hayden A,A Hayden,A,,Hayden,,
s2authorid:2255080104,Haynes K,Kevin Haynes,Kevin,,Haynes,,
s2authorid:1415870990,Hazrin-Chong NH,N H Hazrin-Chong,N,H,Hazrin-Chong,,
s2authorid:2087338119,He M,M He,M,,He,,
s2authorid:35803399,He T,Tengyu He,Tengyu,,He,,
s2authorid:104166865,Hecht J,J Hecht,J,,Hecht,,
s2authorid:50997512,Hedman H,H Hedman,H,,Hedman,,
s2authorid:108380294,Helfrich EJN,Eric J N Helfrich,Eric,JN,Helfrich,,
s2authorid:40636952,Hell É,É Hell,É,,Hell,,
s2authorid:144839461,Henderson L,L Henderson,L,,Henderson,,
s2authorid:2135390646,Henke KB,Katherine B Henke,Katherine,B,Henke,,
s2authorid:2377466,Henrickson S,S Henrickson,S,,Henrickson,,
s2authorid:2106106283,Henry T,Tamera Henry,Tamera,,Henry,,
s2authorid:29855285,Hensch L,L Hensch,L,,Hensch,,
s2authorid:24169915,Hensley S,S Hensley,S,,Hensley,,
s2authorid:1753406348,Her S,Seong-Young Her,Seong-Young,,Her,,
s2authorid:40375997,Herberg J,J Herberg,J,,Herberg,,
s2authorid:14525869,Herbert ZT,Zachary T Herbert,Zachary,T,Herbert,,
s2authorid:34917092,Herbst K,K Herbst,K,,Herbst,,
s2authorid:143994050,Hernandez M,Mark Hernandez,Mark,,Hernandez,,
s2authorid:2110266187,Hernandez MT,M T Hernandez,M,T,Hernandez,,
s2authorid:2106106908,Hernandez S,Samuel Hernandez,Samuel,,Hernandez,,
s2authorid:2113663507,Hernández P,P Hernández,P,,Hernández,,
s2authorid:1401426735,Hernández-Ochoa EO,Erick O Hernández-Ochoa,Erick,O,Hernández-Ochoa,,
s2authorid:1401945309,Hernández-del-Olmo F,Félix Hernández-del-Olmo,Félix,,Hernández-del-Olmo,,
s2authorid:46215349,Herrin J,J Herrin,J,,Herrin,,
s2authorid:34253731,Hershey D,D Hershey,D,,Hershey,,
s2authorid:1411771787,Hess-Homeier D,D Hess-Homeier,D,,Hess-Homeier,,
s2authorid:6833683,Hether TD,Tyler D Hether,Tyler,D,Hether,,
s2authorid:153521159,Hicks PD,Philip D Hicks,Philip,D,Hicks,,
s2authorid:2194551841,Hicks TL,Tristan L Hicks,Tristan,L,Hicks,,
s2authorid:2027057431,Higgs E,Emily Higgs,Emily,,Higgs,,
s2authorid:5020612,Hirshfield S,S Hirshfield,S,,Hirshfield,,
s2authorid:15689711,Hite MR,Michelle R Hite,Michelle,R,Hite,,
s2authorid:5300505,Hittle L,L Hittle,L,,Hittle,,
s2authorid:2105307558,Ho D,D Ho,D,,Ho,,
s2authorid:34909498,Hoan NX,Nghiem Xuan Hoan,Nghiem,Xuan,Hoan,,
s2authorid:144876053,Hoffman H,H Hoffman,H,,Hoffman,,
s2authorid:35297104,Hogan A,A Hogan,A,,Hogan,,
s2authorid:2898458,Hoggart C,C Hoggart,C,,Hoggart,,
s2authorid:3136843,Holik A,A Holik,A,,Holik,,
s2authorid:113481675,Holland L,L Holland,L,,Holland,,
s2authorid:2094642409,Holm R,R Holm,R,,Holm,,
s2authorid:2047828927,Holmes W,Wydale Holmes,Wydale,,Holmes,,
s2authorid:7814917,Holness HK,Howard K Holness,Howard,K,Holness,,
s2authorid:2223129054,Holung M,M Holung,M,,Holung,,
s2authorid:2106105984,Homma C,C Homma,C,,Homma,,
s2authorid:1714497,Hong H,H Hong,H,,Hong,,
s2authorid:14558117,Honkala A,Alexander Honkala,Alexander,,Honkala,,
s2authorid:4347368,Honnen W,W Honnen,W,,Honnen,,
s2authorid:2090730774,Hopkins DE,Dena E Hopkins,Dena,E,Hopkins,,
s2authorid:38462155,Hoskins J,J Hoskins,J,,Hoskins,,
s2authorid:2103992126,Howell EA,Elizabeth A Howell,Elizabeth,A,Howell,,
s2authorid:1441561313,Hoxie I,I Hoxie,I,,Hoxie,,
s2authorid:10323803,Hsieh C,C Hsieh,C,,Hsieh,,
s2authorid:83405699,Hsieh H,Hsin-Yeh Hsieh,Hsin-Yeh,,Hsieh,,
s2authorid:38461978,Hsieh L,Li-En Hsieh,Li-En,,Hsieh,,
s2authorid:2355475,Hsu S,S Hsu,S,,Hsu,,
s2authorid:47291234,Hu S,Shuang Hu,Shuang,,Hu,,
s2authorid:8704710,Hu Y,Yuesong Hu,Yuesong,,Hu,,
s2authorid:119855022,Huang AC,Alexander C Huang,Alexander,C,Huang,,
s2authorid:10650350,Huang C,Cecilia Huang,Cecilia,,Huang,,
s2authorid:2258089068,Huang J,Jiapeng Huang,Jiapeng,,Huang,,
s2authorid:14387461,Huang T,Tongtong Huang,Tongtong,,Huang,,
s2authorid:2112102777,Huang W,Weishan Huang,Weishan,,Huang,,
s2authorid:2116768091,Huang X,Xiaolu Huang,Xiaolu,,Huang,,
s2authorid:2107878328,Huang X,Xiaheng Huang,Xiaheng,,Huang,,
s2authorid:2108678622,Huang Y,Yaoxing Huang,Yaoxing,,Huang,,
s2authorid:2145495472,Huang YJ,Y J Huang,Y,J,Huang,,
s2authorid:123532177,Huber M,Michaela Huber,Michaela,,Huber,,
s2authorid:6829339,Huh H,H Huh,H,,Huh,,
s2authorid:31738596,Hui S,S Hui,S,,Hui,,
s2authorid:11649694,Huigh D,D Huigh,D,,Huigh,,
s2authorid:2129278278,Hummel T,T Hummel,T,,Hummel,,
s2authorid:46342402,Humphries E,E Humphries,E,,Humphries,,
s2authorid:2238562247,Hunter SR,Stephanie R Hunter,Stephanie,R,Hunter,,
s2authorid:47212341,Hunter SR,Stephanie R Hunter,Stephanie,R,Hunter,,
s2authorid:2276760061,Hunter T,Torin Hunter,Torin,,Hunter,,
s2authorid:2027066059,Hunting E,Erika Hunting,Erika,,Hunting,,
s2authorid:49614447,Hussain S,S Hussain,S,,Hussain,,
s2authorid:1390032523,Hussaini L,L Hussaini,L,,Hussaini,,
s2authorid:2378134,Hwang Y,Yih-Chii Hwang,Yih-Chii,,Hwang,,
s2authorid:34646489,Hyams J,J Hyams,J,,Hyams,,
s2authorid:34918424,Hyland SL,Stephanie L Hyland,Stephanie,L,Hyland,,
s2authorid:39957584,Hymes J,J Hymes,J,,Hymes,,
s2authorid:2078777453,Hässig A,A Hässig,A,,Hässig,,
s2authorid:2106107334,Häusler R,Roland Häusler,Roland,,Häusler,,
s2authorid:50358049,Hénaff E,Elizabeth Hénaff,Elizabeth,,Hénaff,,
s2authorid:4648123,Höchenberger R,Richard Höchenberger,Richard,,Höchenberger,,
s2authorid:2106105920,Hüsser N,Nathalie Hüsser,Nathalie,,Hüsser,,
s2authorid:33686723,Iacob A,A Iacob,A,,Iacob,,
s2authorid:108595779,Iderzorig B,Badamnyambuu Iderzorig,Badamnyambuu,,Iderzorig,,
s2authorid:7787122,Iftner A,A Iftner,A,,Iftner,,
s2authorid:3969628,Iftner T,T Iftner,T,,Iftner,,
s2authorid:2053680609,Igarashi M,Mizuki Igarashi,Mizuki,,Igarashi,,
s2authorid:1389052455,Ikeda S,S Ikeda,S,,Ikeda,,
s2authorid:3601387,Imberti L,L Imberti,L,,Imberti,,
s2authorid:46369140,Imieliński M,M Imieliński,M,,Imieliński,,
s2authorid:2047828352,Inchausti R,R Inchausti,R,,Inchausti,,
s2authorid:50096413,Ingram LA,L A Ingram,L,A,Ingram,,
s2authorid:1380634162,Iqbal S,S Iqbal,S,,Iqbal,,
s2authorid:6710232,Iraola G,G Iraola,G,,Iraola,,
s2authorid:49154513,Ishii J,J Ishii,J,,Ishii,,
s2authorid:2113839318,Ishikawa S,Shino Ishikawa,Shino,,Ishikawa,,
s2authorid:2106105811,Ishizuka S,Sakura Ishizuka,Sakura,,Ishizuka,,
s2authorid:2118197425,Islam R,Riham Islam,Riham,,Islam,,
s2authorid:2106103652,Islam S,Sharah Islam,Sharah,,Islam,,
s2authorid:143819849,Ito K,Kohei Ito,Kohei,,Ito,,
s2authorid:21057484,Ito S,Sota Ito,Sota,,Ito,,
s2authorid:2116239092,Ito T,Takayuki Ito,Takayuki,,Ito,,
s2authorid:3713439,Ivankovic T,T Ivankovic,T,,Ivankovic,,
s2authorid:2059895151,Ivanov NA,N A Ivanov,N,A,Ivanov,,
s2authorid:2106106112,Iwashiro T,Tomoki Iwashiro,Tomoki,,Iwashiro,,
s2authorid:2213343084,Jaber R,Rayah Jaber,Rayah,,Jaber,,
s2authorid:10100285,Jabin I,I Jabin,I,,Jabin,,
s2authorid:2218710896,Jackson HR,Heather R Jackson,Heather,R,Jackson,,
s2authorid:2106105749,Jackson K,Katelyn Jackson,Katelyn,,Jackson,,
s2authorid:2106109319,Jackson S,Sarah Jackson,Sarah,,Jackson,,
s2authorid:1483986605,Jacobs J,J Jacobs,J,,Jacobs,,
s2authorid:2054398663,Jadhav A,Aishwarya Jadhav,Aishwarya,,Jadhav,,
s2authorid:6699787,Jagpal S,S Jagpal,S,,Jagpal,,
s2authorid:2148281500,Jain SS,Supriya S Jain,Supriya,S,Jain,,
s2authorid:145600793,Jairath V,V Jairath,V,,Jairath,,
s2authorid:50853548,James MJ,Marisano J James,Marisano,J,James,,
s2authorid:33834231,Jang S,Soojin Jang,Soojin,,Jang,,
s2authorid:77354156,Jani K,Krupa Jani,Krupa,,Jani,,
s2authorid:2061608657,Jasen C,C Jasen,C,,Jasen,,
s2authorid:6530725,Jaubert M,Marianne Jaubert,Marianne,,Jaubert,,
s2authorid:145263125,Jayaweera D,D Jayaweera,D,,Jayaweera,,
s2authorid:3371101,Jen J,J Jen,J,,Jen,,
s2authorid:2106105758,Jerier M,Marie-Laure Jerier,Marie-Laure,,Jerier,,
s2authorid:15165536,Jhaveri P,P Jhaveri,P,,Jhaveri,,
s2authorid:119928157,Jiang J,Jiakun Jiang,Jiakun,,Jiang,,
s2authorid:17833915,Jiang SC,Sunny C Jiang,Sunny,C,Jiang,,
s2authorid:1935336,Jiang X,Xiaoqian Jiang,Xiaoqian,,Jiang,,
s2authorid:2144810864,Jiang X,Xiaoqian Jiang,Xiaoqian,,Jiang,,
s2authorid:143700507,Jiang X,Xiaofang Jiang,Xiaofang,,Jiang,,
s2authorid:121147517,Jiang X,Xiaoqian Jiang,Xiaoqian,,Jiang,,
s2authorid:50423661,Jiao Y,Y Jiao,Y,,Jiao,,
s2authorid:2106108096,Jiminez E,Esmeralda Jiminez,Esmeralda,,Jiminez,,
s2authorid:2152843701,Jin Z,Zhicheng Jin,Zhicheng,,Jin,,
s2authorid:1745180850,Jin Z,Zhicheng Jin,Zhicheng,,Jin,,
s2authorid:2209272,Jin Z,Zhicheng Jin,Zhicheng,,Jin,,
s2authorid:2106105654,Jinfessa A,Ayantu Jinfessa,Ayantu,,Jinfessa,,
s2authorid:122597164,Johnson H,Hwei-Yiing Johnson,Hwei-Yiing,,Johnson,,
s2authorid:2243396081,Johnson MC,Marc C Johnson,Marc,C,Johnson,,
s2authorid:144903961,Johnson MC,Marc C Johnson,Marc,C,Johnson,,
s2authorid:2109890080,Johnson MD,Miranda D Johnson,Miranda,D,Johnson,,
s2authorid:2028657934,Johnston B,Bridger Johnston,Bridger,,Johnston,,
s2authorid:79420284,Jone P,P Jone,P,,Jone,,
s2authorid:2215617294,Jones PM,Peter M Jones,Peter,M,Jones,,
s2authorid:2106106963,Jong Yd,Ymke de Jong,Ymke,de,Jong,,
s2authorid:6831981,Joo H,Hyun-Woo Joo,Hyun-Woo,,Joo,,
s2authorid:117682383,Jorns A,Alec Jorns,Alec,,Jorns,,
s2authorid:46788783,Joseph PV,Paule Valery Joseph,Paule,Valery,Joseph,,
s2authorid:2106105908,Jospin G,Guilllaume Jospin,Guilllaume,,Jospin,,
s2authorid:3135403,Juarez MM,Maya M Juarez,Maya,M,Juarez,,
s2authorid:144929583,Julien C,C Julien,C,,Julien,,
s2authorid:2140416388,Julien CL,Christopher L Julien,Christopher,L,Julien,,
s2authorid:89497152,Julio C,C Julio,C,,Julio,,
s2authorid:2133779654,Jung J,Joanna Jung,Joanna,,Jung,,
s2authorid:2027004582,Jáspez D,David Jáspez,David,,Jáspez,,
s2authorid:5550657,Kacherovsky N,N Kacherovsky,N,,Kacherovsky,,
s2authorid:6495071,Kaforou M,M Kaforou,M,,Kaforou,,
s2authorid:5693268,Kaguelidou F,F Kaguelidou,F,,Kaguelidou,,
s2authorid:144760967,Kahles A,A Kahles,A,,Kahles,,
s2authorid:50242355,Kaiser N,Nicole Kaiser,Nicole,,Kaiser,,
s2authorid:47220682,Kaiser NA,Nicole A Kaiser,Nicole,A,Kaiser,,
s2authorid:2106106933,Kajita T,Takema Kajita,Takema,,Kajita,,
s2authorid:1706204,Kakadiaris I,I Kakadiaris,I,,Kakadiaris,,
s2authorid:4128254,Kambhampati A,A Kambhampati,A,,Kambhampati,,
s2authorid:152589232,Kampe O,O Kampe,O,,Kampe,,
s2authorid:5045924,Kanegaye J,J Kanegaye,J,,Kanegaye,,
s2authorid:4217771,Kannikeswaran N,N Kannikeswaran,N,,Kannikeswaran,,
s2authorid:5956371,Kannoly S,S Kannoly,S,,Kannoly,,
s2authorid:39515815,Kantor R,R Kantor,R,,Kantor,,
s2authorid:48414275,Kaplan S,S Kaplan,S,,Kaplan,,
s2authorid:2112342552,Karabacak F,F Karabacak,F,,Karabacak,,
s2authorid:8667927,Karasikov M,Mikhail Karasikov,Mikhail,,Karasikov,,
s2authorid:6739538,Karl J,J Karl,J,,Karl,,
s2authorid:2116605,Karp D,D Karp,D,,Karp,,
s2authorid:14608531,Karthikeyan S,S Karthikeyan,S,,Karthikeyan,,
s2authorid:2106107108,Kassim ASA,Affifah Saadah Ahmad Kassim,Affifah,SaadahAhmad,Kassim,,
s2authorid:40135689,Kasuga T,T Kasuga,T,,Kasuga,,
s2authorid:1491214096,Katkar G,G Katkar,G,,Katkar,,
s2authorid:47409467,Kato N,Naoyuki Kato,Naoyuki,,Kato,,
s2authorid:2082375663,Kaur A,Amritveer Kaur,Amritveer,,Kaur,,
s2authorid:5233920,Kaur IN,Inderjit N Kaur,Inderjit,N,Kaur,,
s2authorid:34460118,Ke Y,Yonggang Ke,Yonggang,,Ke,,
s2authorid:5076991,Kehdy F,F Kehdy,F,,Kehdy,,
s2authorid:2113698922,Kelley AL,Anne L Kelley,Anne,L,Kelley,,
s2authorid:27849155,Kelly BJ,Brendan J Kelly,Brendan,J,Kelly,,
s2authorid:2070074154,Kelly D,David Kelly,David,,Kelly,,
s2authorid:145718020,Kelly F,F Kelly,F,,Kelly,,
s2authorid:117997518,Kelly J,J Kelly,J,,Kelly,,
s2authorid:39992768,Kemper JM,Jenny M Kemper,Jenny,M,Kemper,,
s2authorid:35743329,Kenney R,R Kenney,R,,Kenney,,
s2authorid:13115931,Kenney R,R Kenney,R,,Kenney,,
s2authorid:2186827539,Kenney RJ,Richard J Kenney,Richard,J,Kenney,,
s2authorid:50627507,Kernan K,K Kernan,K,,Kernan,,
s2authorid:40324615,Kesler E,Ellen Kesler,Ellen,,Kesler,,
s2authorid:12435853,Keulen Dv,Daniëlle van Keulen,Daniëlle,van,Keulen,,
s2authorid:5028776,Khadka V,V Khadka,V,,Khadka,,
s2authorid:2111265634,Khan S,Shaira Khan,Shaira,,Khan,,
s2authorid:35016808,Khan Z,Ziad Khan,Ziad,,Khan,,
s2authorid:1970887900,Khandelwal S,Soni Khandelwal,Soni,,Khandelwal,,
s2authorid:47802788,Khare M,Manaswitha Khare,Manaswitha,,Khare,,
s2authorid:89697326,Khavari M,M Khavari,M,,Khavari,,
s2authorid:153917996,Khayat MM,Michael M Khayat,Michael,M,Khayat,,
s2authorid:2183569901,Khemtonglang K,Kodchakorn Khemtonglang,Kodchakorn,,Khemtonglang,,
s2authorid:8722219,Khoury M,Michael Khoury,Michael,,Khoury,,
s2authorid:4464403,Khurana S,S Khurana,S,,Khurana,,
s2authorid:51204961,Ki M,Michelle Ki,Michelle,,Ki,,
s2authorid:2116705469,Kim CH,Chang Hee Kim,Chang,Hee,Kim,,
s2authorid:2194777192,Kim DY,Dong Yeun Kim,Dong,Yeun,Kim,,
s2authorid:15247910,Kim G,Gina Kim,Gina,,Kim,,
s2authorid:2109608224,Kim HJ,H J Kim,H,J,Kim,,
s2authorid:11385043,Kim J,Jihoon Kim,Jihoon,,Kim,,
s2authorid:2117130388,Kim J,Jihoon Kim,Jihoon,,Kim,,
s2authorid:48388724,Kim S,Sangwan Kim,Sangwan,,Kim,,
s2authorid:2144086788,Kim Y,Youngmi Kim,Youngmi,,Kim,,
s2authorid:50682337,Kim Y,Yejin Kim,Yejin,,Kim,,
s2authorid:2185000,Kimmel S,S Kimmel,S,,Kimmel,,
s2authorid:2144807366,King RJ,R J King,R,J,King,,
s2authorid:2058281819,King WP,William P King,William,P,King,,
s2authorid:48563346,Kirking H,H Kirking,H,,Kirking,,
s2authorid:6053282,Kizer ME,Megan E Kizer,Megan,E,Kizer,,
s2authorid:32284621,Klein E,E Klein,E,,Klein,,
s2authorid:51187874,Kline JN,Jaclyn N Kline,Jaclyn,N,Kline,,
s2authorid:2130610918,Klutts J,J Klutts,J,,Klutts,,
s2authorid:152994164,Knight R,R Knight,R,,Knight,,
s2authorid:1411777665,Knights K,Kaymisha Knights,Kaymisha,,Knights,,
s2authorid:2063014648,Knowles P,Peter Knowles,Peter,,Knowles,,
s2authorid:1567938976,Knyazev S,S Knyazev,S,,Knyazev,,
s2authorid:2106105804,KoLoMonaco G,Giuseppe KoLoMonaco,Giuseppe,,KoLoMonaco,,
s2authorid:2106106038,Koag E,Ellen Koag,Ellen,,Koag,,
s2authorid:2082940133,Kobetz E,E Kobetz,E,,Kobetz,,
s2authorid:4352642,Kobetz E,E Kobetz,E,,Kobetz,,
s2authorid:2106106945,Kobko-Litskevitch N,Nadezhda Kobko-Litskevitch,Nadezhda,,Kobko-Litskevitch,,
s2authorid:2054275126,Koch R,R Koch,R,,Koch,,
s2authorid:7534924,Komissarov A,A Komissarov,A,,Komissarov,,
s2authorid:2932903,Kondrashov F,F Kondrashov,F,,Kondrashov,,
s2authorid:5203440,Kooman J,J Kooman,J,,Kooman,,
s2authorid:95530600,Korshevniuk M,Maryna Korshevniuk,Maryna,,Korshevniuk,,
s2authorid:2784706,Kossmann R,R Kossmann,R,,Kossmann,,
s2authorid:2106105802,Kozhar M,Michael Kozhar,Michael,,Kozhar,,
s2authorid:5781933,Kozhaya L,L Kozhaya,L,,Kozhaya,,
s2authorid:2103444460,Kraberger S,S Kraberger,S,,Kraberger,,
s2authorid:39279713,Krebs J,Jonas Krebs,Jonas,,Krebs,,
s2authorid:2011212,Kriegel AJ,Alison J Kriegel,Alison,J,Kriegel,,
s2authorid:144072981,Krishnan A,A Krishnan,A,,Krishnan,,
s2authorid:40455585,Krishnan V,V Krishnan,V,,Krishnan,,
s2authorid:2106105928,Kubota N,Nanami Kubota,Nanami,,Kubota,,
s2authorid:11541916,Kuchin K,Katerina Kuchin,Katerina,,Kuchin,,
s2authorid:1434749760,Kuijpers T,T Kuijpers,T,,Kuijpers,,
s2authorid:145275698,Kuiper R,R Kuiper,R,,Kuiper,,
s2authorid:48103267,Kuklin A,A Kuklin,A,,Kuklin,,
s2authorid:2109937484,Kumar M,M Kumar,M,,Kumar,,
s2authorid:2143555395,Kumar N,N Kumar,N,,Kumar,,
s2authorid:2107467486,Kumar N,N Kumar,N,,Kumar,,
s2authorid:2116957996,Kumar N,Naresh Kumar,Naresh,,Kumar,,
s2authorid:152270772,Kumar N,Naresh Kumar,Naresh,,Kumar,,
s2authorid:2108766983,Kumar R,Rahul Kumar,Rahul,,Kumar,,
s2authorid:49165631,Kumar R,R Kumar,R,,Kumar,,
s2authorid:2186861993,Kumar S,Shelja Kumar,Shelja,,Kumar,,
s2authorid:1569827228,Kumar S,S Kumar,S,,Kumar,,
s2authorid:2109681382,Kumar SS,Sheelta S Kumar,Sheelta,S,Kumar,,
s2authorid:1680409744,Kung A,A Kung,A,,Kung,,
s2authorid:15624875,Kunstman T,T Kunstman,T,,Kunstman,,
s2authorid:12939306,Kuo L,L Kuo,L,,Kuo,,
s2authorid:1759536,Kuo T,Tsung-Ting Kuo,Tsung-Ting,,Kuo,,
s2authorid:1401708675,Kuri-Cervantes L,L Kuri-Cervantes,L,,Kuri-Cervantes,,
s2authorid:1708200996,Kuthuru O,O Kuthuru,O,,Kuthuru,,
s2authorid:30999052,Kwak K,K Kwak,K,,Kwak,,
s2authorid:49755829,Kwon PS,Paul S Kwon,Paul,S,Kwon,,
s2authorid:6091301,Kwong L,L Kwong,L,,Kwong,,
s2authorid:2106105912,Kwong R,Rachel Kwong,Rachel,,Kwong,,
s2authorid:2805081,Kyrpides N,N Kyrpides,N,,Kyrpides,,
s2authorid:1840144451,Laaguiby PK,Phoebe K Laaguiby,Phoebe,K,Laaguiby,,
s2authorid:47976644,Labou S,S Labou,S,,Labou,,
s2authorid:40387619,Lacey M,M Lacey,M,,Lacey,,
s2authorid:2051233879,Ladj MS,M S Ladj,M,S,Ladj,,
s2authorid:2912565,Lafontaine I,I Lafontaine,I,,Lafontaine,,
s2authorid:38435236,Lago J,J Lago,J,,Lago,,
s2authorid:70654315,Lai AC,A C Lai,A,C,Lai,,
s2authorid:2037727435,Lai T,T Lai,T,,Lai,,
s2authorid:2120169021,Laine J,J Laine,J,,Laine,,
s2authorid:40553287,Laine É,É Laine,É,,Laine,,
s2authorid:17807298,Laiola M,M Laiola,M,,Laiola,,
s2authorid:51122668,Lakhneko O,O Lakhneko,O,,Lakhneko,,
s2authorid:38825380,Laktionova T,T Laktionova,T,,Laktionova,,
s2authorid:4532435,Lalancette C,C Lalancette,C,,Lalancette,,
s2authorid:2210051879,Lam A,Andres Lam,Andres,,Lam,,
s2authorid:2052910484,Lam B,Benjamin Lam,Benjamin,,Lam,,
s2authorid:120614987,Lam JY,Jonathan Y Lam,Jonathan,Y,Lam,,
s2authorid:34945450,Lam T,T Lam,T,,Lam,,
s2authorid:1454462702,Lamar W,W Lamar,W,,Lamar,,
s2authorid:1396736638,Lamba I,Ishan Lamba,Ishan,,Lamba,,
s2authorid:4753704,Lambert MP,Michele P Lambert,Michele,P,Lambert,,
s2authorid:2199575510,Lamm ED,Erik D Lamm,Erik,D,Lamm,,
s2authorid:2106105698,Lamotte Gd,Gerardo de Lamotte,Gerardo,de,Lamotte,,
s2authorid:8490787,Lamson D,D Lamson,D,,Lamson,,
s2authorid:2054732455,Land K,Kevin Land,Kevin,,Land,,
s2authorid:34575317,Landau Z,Zeph Landau,Zeph,,Landau,,
s2authorid:5068893,Landegren N,Nils Landegren,Nils,,Landegren,,
s2authorid:2632914,Langhorst B,B Langhorst,B,,Langhorst,,
s2authorid:35417651,Lannes R,R Lannes,R,,Lannes,,
s2authorid:5176789,Lapidus S,S Lapidus,S,,Lapidus,,
s2authorid:2073303766,Lapin B,B Lapin,B,,Lapin,,
s2authorid:4336514,Lardizabal A,A Lardizabal,A,,Lardizabal,,
s2authorid:47451779,Larkin J,J Larkin,J,,Larkin,,
s2authorid:150278660,Lasky R,R Lasky,R,,Lasky,,
s2authorid:1643887723,Lazzari E,E Lazzari,E,,Lazzari,,
s2authorid:2075391143,Le L,L Le,L,,Le,,
s2authorid:2174840188,LePage C,Cindy LePage,Cindy,,LePage,,
s2authorid:1739112052,LePique M,M LePique,M,,LePique,,
s2authorid:50786934,Leahy M,M Leahy,M,,Leahy,,
s2authorid:2280696043,Leary MAO,Maureen A Oâ Leary,Maureen,AOâ,Leary,,
s2authorid:2121292281,Lederer L,Leeba Lederer,Leeba,,Lederer,,
s2authorid:2170019668,Lee H,H Lee,H,,Lee,,
s2authorid:1753689741,Lee H,Hyunjun Lee,Hyunjun,,Lee,,
s2authorid:2110308418,Lee H,Haeyoung Lee,Haeyoung,,Lee,,
s2authorid:2108632373,Lee J,Joyce Lee,Joyce,,Lee,,
s2authorid:2218249585,Lee J,Jisue Lee,Jisue,,Lee,,
s2authorid:2108487470,Lee J,J Lee,J,,Lee,,
s2authorid:2125341106,Lee JC,Jamie Casey Lee,Jamie,Casey,Lee,,
s2authorid:17630814,Lee JH,Jessica H Lee,Jessica,H,Lee,,
s2authorid:32489181,Lee L,LH Lee,LH,,Lee,,
s2authorid:26671702,Lee P,P Lee,P,,Lee,,
s2authorid:1406044241,Lee PKH,Patrick K H Lee,Patrick,KH,Lee,,
s2authorid:2144574652,Lee S,Sangho Lee,Sangho,,Lee,,
s2authorid:2108336979,Lee S,Simon Lee,Simon,,Lee,,
s2authorid:12109889,Lee SF,Simon F Lee,Simon,F,Lee,,
s2authorid:145724895,Lee WT,William T Lee,William,T,Lee,,
s2authorid:2543400,Lee Y,Yunmi Lee,Yunmi,,Lee,,
s2authorid:9456070,Lei Z,Zhentian Lei,Zhentian,,Lei,,
s2authorid:49574752,Leiser A,A Leiser,A,,Leiser,,
s2authorid:2066206361,Lemaire V,V Lemaire,V,,Lemaire,,
s2authorid:2120394,Lemey P,P Lemey,P,,Lemey,,
s2authorid:2034035962,Leng T,Tomas Leng,Tomas,,Leng,,
s2authorid:34709333,Lent S,Samantha Lent,Samantha,,Lent,,
s2authorid:9695963,Lenz J,J Lenz,J,,Lenz,,
s2authorid:1573636066,Leong E,Emily Leong,Emily,,Leong,,
s2authorid:4930427,Leppo MK,Michelle K Leppo,Michelle,K,Leppo,,
s2authorid:2217699805,Lesea H,Hira Lesea,Hira,,Lesea,,
s2authorid:47759625,Leslie MT,Matthew T Leslie,Matthew,T,Leslie,,
s2authorid:33445663,Leung M,M Leung,M,,Leung,,
s2authorid:145616960,Levin M,M Levin,M,,Levin,,
s2authorid:2105892726,Levy S,S Levy,S,,Levy,,
s2authorid:33853109,Levy S,S Levy,S,,Levy,,
s2authorid:2054886044,Levy S,Shawn Levy,Shawn,,Levy,,
s2authorid:11028335,Lewandowska D,D Lewandowska,D,,Lewandowska,,
s2authorid:3168558,Lewis N,N Lewis,N,,Lewis,,
s2authorid:46651935,Li C,Chengyin Li,Chengyin,,Li,,
s2authorid:3468780,Li C,Chenhao Li,Chenhao,,Li,,
s2authorid:2109441240,Li C,Chenhui Li,Chenhui,,Li,,
s2authorid:47892183,Li H,Heng Li,Heng,,Li,,
s2authorid:2117984733,Li J,Jianfu Li,Jianfu,,Li,,
s2authorid:2152909590,Li J,Jing Li,Jing,,Li,,
s2authorid:2116389889,Li JW,Jessi W Li,Jessi,W,Li,,
s2authorid:2149140447,Li K,Ke Li,Ke,,Li,,
s2authorid:2190168938,Li K,Ke Li,Ke,,Li,,
s2authorid:25391283,Li MW,M W Li,M,W,Li,,
s2authorid:153110817,Li N,Nantao Li,Nantao,,Li,,
s2authorid:95878666,Li S,Shuzhou Li,Shuzhou,,Li,,
s2authorid:2108790244,Li X,Xiao Li,Xiao,,Li,,
s2authorid:2153684741,Li Y,Yi Li,Yi,,Li,,
s2authorid:2159018809,Li Z,Zhi Li,Zhi,,Li,,
s2authorid:2065527668,Liang BT,B T Liang,B,T,Liang,,
s2authorid:2164979530,Liang J,J Liang,J,,Liang,,
s2authorid:47653415,Liang W,Weijun Liang,Weijun,,Liang,,
s2authorid:34373497,Liao W,W Liao,W,,Liao,,
s2authorid:2200287,Libutti S,S Libutti,S,,Libutti,,
