from,to,isPi,isContactPi,isStudyInvestigator
s2authorid:2184494479,U24LM013755,False,False,False
s2authorid:30460172,U24LM013755,False,False,False
s2authorid:2125466387,U24LM013755,False,False,False
s2authorid:4193340,U24LM013755,False,False,False
s2authorid:2168471616,U24LM013755,False,False,False
s2authorid:16745810,U24LM013755,False,False,False
s2authorid:47985309,U24LM013755,False,False,False
s2authorid:2158676659,R42DE030829,False,False,False
